pago_id,credito_id,cliente_id,numero_cuota,fecha_vencimiento,fecha_pago,valor_cuota,valor_pagado,medio_pago,estado_pago,dias_mora
PG00003139,CR000477,CL00428,2,2025-06-22,2025-06-22,264000,264000,PSE,Pagado,0
PG00003140,CR000477,CL00428,3,2025-07-22,2025-07-22,264000,264000,Billetera digital,Pagado,0
PG00003141,CR000478,CL00430,1,2025-10-10,2025-10-10,279000,279000,Transferencia,Pagado,0
PG00003142,CR000478,CL00430,2,2025-11-10,2025-11-09,279000,279000,Débito automático,Pagado,0
PG00003143,CR000478,CL00430,3,2025-12-10,2025-12-07,279000,279000,Transferencia,Pagado,0
PG00003144,CR000478,CL00430,4,2026-01-10,2026-01-10,279000,279000,PSE,Pagado,0
PG00003145,CR000478,CL00430,5,2026-02-10,2026-02-08,279000,279000,PSE,Pagado,0
PG00003146,CR000478,CL00430,6,2026-03-10,2026-04-11,279000,279000,Transferencia,Pagado tardío,32
PG00003147,CR000478,CL00430,7,2026-04-10,2026-04-10,279000,279000,Efectivo aliado,Pagado,0
PG00003148,CR000478,CL00430,8,2026-05-10,,279000,0,PSE,Pendiente,0
PG00003149,CR000479,CL00430,1,2026-02-18,2026-02-08,145000,145000,PSE,Pagado,0
PG00003150,CR000479,CL00430,2,2026-03-18,2026-03-15,145000,145000,Transferencia,Pagado,0
PG00003151,CR000479,CL00430,3,2026-04-18,2026-04-18,145000,145000,Efectivo aliado,Pagado,0
PG00003152,CR000480,CL00430,1,2025-12-03,2025-12-03,670000,670000,PSE,Pagado,0
PG00003153,CR000480,CL00430,2,2026-01-03,2026-01-02,670000,670000,Billetera digital,Pagado,0
PG00003154,CR000480,CL00430,3,2026-02-03,2026-02-02,670000,670000,PSE,Pagado,0
PG00003155,CR000481,CL00431,1,2024-01-15,2024-01-16,1803000,1803000,Billetera digital,Pagado tardío,1
PG00003156,CR000481,CL00431,2,2024-02-15,2024-03-13,1803000,1803000,Débito automático,Pagado tardío,27
PG00003157,CR000481,CL00431,3,2024-03-15,2024-03-08,1803000,1803000,PSE,Pagado,0
PG00003158,CR000482,CL00431,1,2025-10-27,2025-10-31,97000,97000,PSE,Pagado tardío,4
PG00003159,CR000482,CL00431,2,2025-11-27,2025-11-25,97000,97000,Débito automático,Pagado,0
PG00003160,CR000482,CL00431,3,2025-12-27,2025-12-30,97000,97000,Efectivo aliado,Pagado tardío,3
PG00003161,CR000482,CL00431,4,2026-01-27,2026-01-27,97000,97000,Billetera digital,Pagado,0
PG00003162,CR000482,CL00431,5,2026-02-27,2026-02-25,97000,97000,Transferencia,Pagado,0
PG00003163,CR000482,CL00431,6,2026-03-27,2026-03-27,97000,97000,Efectivo aliado,Pagado,0
PG00003164,CR000482,CL00431,7,2026-04-27,,97000,0,Débito automático,Vencido,3
PG00003165,CR000483,CL00431,1,2025-10-21,2025-10-21,277000,277000,PSE,Pagado,0
PG00003166,CR000483,CL00431,2,2025-11-21,2025-11-19,277000,277000,Billetera digital,Pagado,0
PG00003167,CR000483,CL00431,3,2025-12-21,2025-12-18,277000,277000,PSE,Pagado,0
PG00003168,CR000484,CL00433,1,2026-01-24,2026-01-23,335000,335000,PSE,Pagado,0
PG00003169,CR000484,CL00433,2,2026-02-24,2026-02-22,335000,335000,PSE,Pagado,0
PG00003170,CR000484,CL00433,3,2026-03-24,2026-03-24,335000,335000,Efectivo aliado,Pagado,0
PG00003171,CR000484,CL00433,4,2026-04-24,2026-04-24,335000,335000,PSE,Pagado,0
PG00003172,CR000485,CL00434,1,2025-09-06,2025-09-07,237000,237000,PSE,Pagado tardío,1
PG00003173,CR000485,CL00434,2,2025-10-06,2025-10-19,237000,237000,Débito automático,Pagado tardío,13
PG00003174,CR000485,CL00434,3,2025-11-06,2025-11-05,237000,237000,PSE,Pagado,0
PG00003175,CR000485,CL00434,4,2025-12-06,2025-12-06,237000,237000,Efectivo aliado,Pagado,0
PG00003176,CR000485,CL00434,5,2026-01-06,2026-01-03,237000,237000,Efectivo aliado,Pagado,0
PG00003177,CR000485,CL00434,6,2026-02-06,2026-02-28,237000,237000,PSE,Pagado tardío,22
PG00003178,CR000485,CL00434,7,2026-03-06,2026-03-06,237000,237000,PSE,Pagado,0
PG00003179,CR000485,CL00434,8,2026-04-06,2026-04-01,237000,237000,PSE,Pagado,0
PG00003180,CR000485,CL00434,9,2026-05-06,,237000,0,Transferencia,Pendiente,0
PG00003181,CR000486,CL00434,1,2026-04-22,,313000,0,Efectivo aliado,Vencido,8
PG00003182,CR000487,CL00436,1,2025-08-27,2025-08-27,247000,247000,PSE,Pagado,0
PG00003183,CR000487,CL00436,2,2025-09-27,2025-09-24,247000,247000,PSE,Pagado,0
PG00003184,CR000487,CL00436,3,2025-10-27,2025-10-25,247000,247000,PSE,Pagado,0
PG00003185,CR000488,CL00437,1,2025-05-28,2025-05-28,156000,156000,Efectivo aliado,Pagado,0
PG00003186,CR000488,CL00437,2,2025-06-28,2025-06-28,156000,156000,Billetera digital,Pagado,0
PG00003187,CR000488,CL00437,3,2025-07-28,2025-07-28,156000,156000,Efectivo aliado,Pagado,0
PG00003188,CR000488,CL00437,4,2025-08-28,2025-08-21,156000,156000,Transferencia,Pagado,0
PG00003189,CR000488,CL00437,5,2025-09-28,2025-10-24,156000,198000,Transferencia,Pagado tardío,26
PG00003190,CR000488,CL00437,6,2025-10-28,2025-10-28,156000,156000,Efectivo aliado,Pagado,0
PG00003191,CR000489,CL00438,1,2024-09-27,2024-09-20,268000,268000,Efectivo aliado,Pagado,0
PG00003192,CR000489,CL00438,2,2024-10-27,2024-10-26,268000,268000,Débito automático,Pagado,0
PG00003193,CR000489,CL00438,3,2024-11-27,2024-11-26,268000,268000,Billetera digital,Pagado,0
PG00003194,CR000489,CL00438,4,2024-12-27,2024-12-27,268000,268000,PSE,Pagado,0
PG00003195,CR000489,CL00438,5,2025-01-27,2025-01-25,268000,268000,PSE,Pagado,0
PG00003196,CR000489,CL00438,6,2025-02-27,2025-02-25,268000,268000,Transferencia,Pagado,0
PG00003197,CR000490,CL00438,1,2025-08-27,2025-08-27,181000,181000,Billetera digital,Pagado,0
PG00003198,CR000490,CL00438,2,2025-09-27,2025-09-24,181000,181000,PSE,Pagado,0
PG00003199,CR000490,CL00438,3,2025-10-27,2025-10-27,181000,181000,Billetera digital,Pagado,0
PG00003200,CR000490,CL00438,4,2025-11-27,2025-11-25,181000,181000,PSE,Pagado,0
PG00003201,CR000490,CL00438,5,2025-12-27,2025-12-17,181000,181000,Transferencia,Pagado,0
PG00003202,CR000490,CL00438,6,2026-01-27,2026-01-22,181000,181000,PSE,Pagado,0
PG00003203,CR000491,CL00439,1,2024-11-27,2024-11-26,707000,707000,PSE,Pagado,0
PG00003204,CR000491,CL00439,2,2024-12-27,2024-12-17,707000,707000,PSE,Pagado,0
PG00003205,CR000491,CL00439,3,2025-01-27,2025-03-21,707000,707000,PSE,Pagado tardío,53
PG00003206,CR000492,CL00440,1,2025-08-19,2025-10-16,129000,129000,PSE,Pagado tardío,58
PG00003207,CR000492,CL00440,2,2025-09-19,2025-10-24,129000,129000,PSE,Pagado tardío,35
PG00003208,CR000492,CL00440,3,2025-10-19,2025-10-19,129000,129000,PSE,Pagado,0
PG00003209,CR000492,CL00440,4,2025-11-19,2025-11-19,129000,129000,Transferencia,Pagado,0
PG00003210,CR000492,CL00440,5,2025-12-19,2025-12-25,129000,129000,Transferencia,Pagado tardío,6
PG00003211,CR000492,CL00440,6,2026-01-19,2026-01-19,129000,129000,PSE,Pagado,0
PG00003212,CR000492,CL00440,7,2026-02-19,2026-02-19,129000,129000,Débito automático,Pagado,0
PG00003213,CR000492,CL00440,8,2026-03-19,2026-03-12,129000,129000,Efectivo aliado,Pagado,0
PG00003214,CR000492,CL00440,9,2026-04-19,,129000,0,PSE,Vencido,11
PG00003215,CR000493,CL00441,1,2025-11-24,2026-03-12,92000,92000,PSE,Pagado tardío,108
PG00003216,CR000493,CL00441,2,2025-12-24,2025-12-24,92000,92000,PSE,Pagado,0
PG00003217,CR000493,CL00441,3,2026-01-24,2026-01-24,92000,92000,Débito automático,Pagado,0
PG00003218,CR000493,CL00441,4,2026-02-24,2026-02-22,92000,92000,PSE,Pagado,0
PG00003219,CR000493,CL00441,5,2026-03-24,2026-04-20,92000,99000,Débito automático,Pagado tardío,27
PG00003220,CR000493,CL00441,6,2026-04-24,,92000,0,Débito automático,Vencido,6
PG00003221,CR000494,CL00441,1,2026-04-22,2026-04-22,56000,56000,Transferencia,Pagado,0
PG00003222,CR000495,CL00442,1,2025-11-06,2025-12-08,320000,320000,Efectivo aliado,Pagado tardío,32
PG00003223,CR000495,CL00442,2,2025-12-06,2025-12-05,320000,320000,Efectivo aliado,Pagado,0
PG00003224,CR000495,CL00442,3,2026-01-06,2025-12-30,320000,320000,Billetera digital,Pagado,0
PG00003225,CR000496,CL00442,1,2025-08-04,2025-08-02,288000,288000,Billetera digital,Pagado,0
PG00003226,CR000496,CL00442,2,2025-09-04,2025-09-01,288000,288000,PSE,Pagado,0
PG00003227,CR000496,CL00442,3,2025-10-04,2025-10-02,288000,288000,Billetera digital,Pagado,0
PG00003228,CR000496,CL00442,4,2025-11-04,2025-11-03,288000,288000,Transferencia,Pagado,0
PG00003229,CR000496,CL00442,5,2025-12-04,2025-12-14,288000,153000,Transferencia,Parcial,10
PG00003230,CR000496,CL00442,6,2026-01-04,2026-02-15,288000,288000,PSE,Pagado tardío,42
PG00003231,CR000497,CL00443,1,2025-12-13,2025-12-08,279000,279000,Billetera digital,Pagado,0
PG00003232,CR000497,CL00443,2,2026-01-13,2026-01-13,279000,279000,PSE,Pagado,0
PG00003233,CR000497,CL00443,3,2026-02-13,2026-02-12,279000,279000,PSE,Pagado,0
PG00003234,CR000497,CL00443,4,2026-03-13,2026-03-12,279000,279000,Efectivo aliado,Pagado,0
PG00003235,CR000497,CL00443,5,2026-04-13,2026-04-14,279000,279000,Transferencia,Pagado tardío,1
PG00003236,CR000497,CL00443,6,2026-05-13,,279000,0,Transferencia,Pendiente,0
PG00003237,CR000498,CL00443,1,2026-02-10,2026-03-08,988000,988000,PSE,Pagado tardío,26
PG00003238,CR000498,CL00443,2,2026-03-10,,988000,0,Billetera digital,Mora,51
PG00003239,CR000498,CL00443,3,2026-04-10,,988000,0,Débito automático,Vencido,20
PG00003240,CR000499,CL00444,1,2025-10-06,2025-10-06,647000,647000,PSE,Pagado,0
PG00003241,CR000499,CL00444,2,2025-11-06,2025-11-03,647000,647000,Billetera digital,Pagado,0
PG00003242,CR000499,CL00444,3,2025-12-06,2025-12-06,647000,647000,Transferencia,Pagado,0
PG00003243,CR000499,CL00444,4,2026-01-06,2025-12-30,647000,647000,Billetera digital,Pagado,0
PG00003244,CR000499,CL00444,5,2026-02-06,2026-02-01,647000,647000,PSE,Pagado,0
PG00003245,CR000499,CL00444,6,2026-03-06,2026-03-06,647000,647000,Débito automático,Pagado,0
PG00003246,CR000499,CL00444,7,2026-04-06,,647000,0,PSE,Vencido,24
PG00003247,CR000499,CL00444,8,2026-05-06,,647000,0,Débito automático,Pendiente,0
PG00003248,CR000500,CL00445,1,2026-03-14,2026-03-12,639000,639000,Transferencia,Pagado,0
PG00003249,CR000500,CL00445,2,2026-04-14,2026-04-14,639000,639000,PSE,Pagado,0
PG00003250,CR000500,CL00445,3,2026-05-14,,639000,0,PSE,Pendiente,0
PG00003251,CR000501,CL00446,1,2026-04-02,2026-04-01,381000,381000,PSE,Pagado,0
PG00003252,CR000501,CL00446,2,2026-05-02,,381000,0,PSE,Pendiente,0
PG00003253,CR000502,CL00447,1,2025-08-02,2025-08-02,893000,893000,Billetera digital,Pagado,0
PG00003254,CR000502,CL00447,2,2025-09-02,2025-09-02,893000,893000,Billetera digital,Pagado,0
PG00003255,CR000502,CL00447,3,2025-10-02,2025-09-30,893000,893000,PSE,Pagado,0
PG00003256,CR000502,CL00447,4,2025-11-02,2025-11-02,893000,893000,PSE,Pagado,0
PG00003257,CR000502,CL00447,5,2025-12-02,2025-12-02,893000,893000,PSE,Pagado,0
PG00003258,CR000502,CL00447,6,2026-01-02,2026-01-02,893000,893000,PSE,Pagado,0
PG00003259,CR000502,CL00447,7,2026-02-02,2026-01-31,893000,893000,Billetera digital,Pagado,0
PG00003260,CR000502,CL00447,8,2026-03-02,2026-03-02,893000,893000,PSE,Pagado,0
PG00003261,CR000502,CL00447,9,2026-04-02,2026-04-01,893000,893000,PSE,Pagado,0
PG00003262,CR000502,CL00447,10,2026-05-02,,893000,0,PSE,Pendiente,0
PG00003263,CR000503,CL00447,1,2024-11-17,2024-11-17,954000,954000,PSE,Pagado,0
PG00003264,CR000503,CL00447,2,2024-12-17,2024-12-16,954000,954000,Efectivo aliado,Pagado,0
PG00003265,CR000503,CL00447,3,2025-01-17,2025-01-16,954000,954000,Efectivo aliado,Pagado,0
PG00003266,CR000504,CL00449,1,2026-01-16,2026-01-19,53000,53000,Efectivo aliado,Pagado tardío,3
PG00003267,CR000504,CL00449,2,2026-02-16,2026-02-26,53000,53000,PSE,Pagado tardío,10
PG00003268,CR000504,CL00449,3,2026-03-16,,53000,0,Efectivo aliado,Mora,45
PG00003269,CR000504,CL00449,4,2026-04-16,2026-04-25,53000,53000,Efectivo aliado,Pagado tardío,9
PG00003270,CR000505,CL00449,1,2026-01-26,2026-02-24,139000,139000,Transferencia,Pagado tardío,29
PG00003271,CR000505,CL00449,2,2026-02-26,2026-03-15,139000,59000,Billetera digital,Parcial,17
PG00003272,CR000505,CL00449,3,2026-03-26,2026-04-09,139000,60000,Billetera digital,Parcial,14
PG00003273,CR000506,CL00450,1,2026-03-23,,311000,0,PSE,Mora,38
PG00003274,CR000506,CL00450,2,2026-04-23,2026-04-18,311000,311000,PSE,Pagado,0
PG00003275,CR000507,CL00450,1,2025-07-12,2025-07-12,216000,216000,Efectivo aliado,Pagado,0
PG00003276,CR000507,CL00450,2,2025-08-12,2025-08-12,216000,216000,Transferencia,Pagado,0
PG00003277,CR000507,CL00450,3,2025-09-12,2025-09-10,216000,216000,Efectivo aliado,Pagado,0
PG00003278,CR000507,CL00450,4,2025-10-12,2025-10-10,216000,216000,PSE,Pagado,0
PG00003279,CR000507,CL00450,5,2025-11-12,2025-11-05,216000,216000,Débito automático,Pagado,0
PG00003280,CR000507,CL00450,6,2025-12-12,2025-12-10,216000,216000,PSE,Pagado,0
PG00003281,CR000507,CL00450,7,2026-01-12,2026-01-12,216000,216000,PSE,Pagado,0
PG00003282,CR000507,CL00450,8,2026-02-12,2026-03-06,216000,216000,Billetera digital,Pagado tardío,22
PG00003283,CR000507,CL00450,9,2026-03-12,2026-03-11,216000,216000,Efectivo aliado,Pagado,0
PG00003284,CR000508,CL00451,1,2024-12-22,2024-12-20,208000,208000,PSE,Pagado,0
PG00003285,CR000508,CL00451,2,2025-01-22,2025-01-19,208000,208000,Billetera digital,Pagado,0
PG00003286,CR000508,CL00451,3,2025-02-22,2025-02-17,208000,208000,Débito automático,Pagado,0
PG00003287,CR000508,CL00451,4,2025-03-22,2025-03-22,208000,208000,Billetera digital,Pagado,0
PG00003288,CR000508,CL00451,5,2025-04-22,2025-04-19,208000,208000,PSE,Pagado,0
PG00003289,CR000508,CL00451,6,2025-05-22,2025-05-22,208000,208000,Débito automático,Pagado,0
PG00003290,CR000509,CL00452,1,2025-12-01,2025-12-05,66000,66000,Billetera digital,Pagado tardío,4
PG00003291,CR000509,CL00452,2,2026-01-01,2026-01-01,66000,66000,Billetera digital,Pagado,0
PG00003292,CR000509,CL00452,3,2026-02-01,2026-02-01,66000,66000,Transferencia,Pagado,0
PG00003293,CR000509,CL00452,4,2026-03-01,2026-02-28,66000,66000,PSE,Pagado,0
PG00003294,CR000509,CL00452,5,2026-04-01,2026-03-31,66000,66000,Efectivo aliado,Pagado,0
PG00003295,CR000509,CL00452,6,2026-05-01,2026-04-26,66000,66000,PSE,Pagado,0
PG00003296,CR000510,CL00453,1,2024-04-01,2024-03-31,261000,261000,PSE,Pagado,0
PG00003297,CR000510,CL00453,2,2024-05-01,2024-04-24,261000,261000,Transferencia,Pagado,0
PG00003298,CR000510,CL00453,3,2024-06-01,2024-06-01,261000,261000,Efectivo aliado,Pagado,0
PG00003299,CR000510,CL00453,4,2024-07-01,2024-07-01,261000,261000,PSE,Pagado,0
PG00003300,CR000510,CL00453,5,2024-08-01,2024-07-31,261000,326000,PSE,Pagado,0
PG00003301,CR000510,CL00453,6,2024-09-01,2024-08-29,261000,261000,,Pagado,0
PG00003302,CR000511,CL00453,1,2024-01-29,2024-01-27,340000,340000,PSE,Pagado,0
PG00003303,CR000511,CL00453,2,2024-02-29,2024-03-26,340000,340000,Efectivo aliado,Pagado tardío,26
PG00003304,CR000511,CL00453,3,2024-03-29,2024-03-29,340000,340000,Efectivo aliado,Pagado,0
PG00003305,CR000511,CL00453,4,2024-04-29,2024-04-29,340000,340000,PSE,Pagado,0
PG00003306,CR000511,CL00453,5,2024-05-29,2024-05-29,340000,340000,Efectivo aliado,Pagado,0
PG00003307,CR000511,CL00453,6,2024-06-29,2024-06-28,340000,340000,PSE,Pagado,0
PG00003308,CR000511,CL00453,7,2024-07-29,2024-07-24,340000,340000,Efectivo aliado,Pagado,0
PG00003309,CR000511,CL00453,8,2024-08-29,2024-08-29,340000,340000,Billetera digital,Pagado,0
PG00003310,CR000511,CL00453,9,2024-09-29,2024-09-28,340000,340000,Transferencia,Pagado,0
PG00003311,CR000511,CL00453,10,2024-10-29,2024-10-26,340000,340000,Transferencia,Pagado,0
PG00003312,CR000511,CL00453,11,2024-11-29,2024-11-29,340000,340000,Efectivo aliado,Pagado,0
PG00003313,CR000511,CL00453,12,2024-12-29,2024-12-27,340000,340000,Transferencia,Pagado,0
PG00003314,CR000512,CL00454,1,2025-07-24,2025-07-19,211000,211000,Billetera digital,Pagado,0
PG00003315,CR000512,CL00454,2,2025-08-24,2025-08-21,211000,211000,Billetera digital,Pagado,0
PG00003316,CR000512,CL00454,3,2025-09-24,2025-09-19,211000,211000,Transferencia,Pagado,0
PG00003317,CR000512,CL00454,4,2025-10-24,2025-10-19,211000,211000,Débito automático,Pagado,0
PG00003318,CR000512,CL00454,5,2025-11-24,2025-11-22,211000,211000,PSE,Pagado,0
PG00003319,CR000512,CL00454,6,2025-12-24,2025-12-14,211000,211000,Transferencia,Pagado,0
PG00003320,CR000512,CL00454,7,2026-01-24,2026-01-19,211000,211000,PSE,Pagado,0
PG00003321,CR000512,CL00454,8,2026-02-24,2026-02-21,211000,211000,Débito automático,Pagado,0
PG00003322,CR000512,CL00454,9,2026-03-24,2026-03-23,211000,211000,Transferencia,Pagado,0
PG00003323,CR000512,CL00454,10,2026-04-24,2026-04-24,211000,211000,Billetera digital,Pagado,0
PG00003324,CR000513,CL00456,1,2025-07-16,2025-07-16,1604000,1604000,PSE,Pagado,0
PG00003325,CR000513,CL00456,2,2025-08-16,2025-10-04,1604000,1604000,Débito automático,Pagado tardío,49
PG00003326,CR000513,CL00456,3,2025-09-16,2025-09-15,1604000,1604000,Débito automático,Pagado,0
PG00003327,CR000513,CL00456,4,2025-10-16,2025-12-18,1604000,1604000,PSE,Pagado tardío,63
PG00003328,CR000513,CL00456,5,2025-11-16,2025-11-15,1604000,1604000,PSE,Pagado,0
PG00003329,CR000513,CL00456,6,2025-12-16,2025-12-13,1604000,1604000,Efectivo aliado,Pagado,0
PG00003330,CR000514,CL00458,1,2026-02-26,2026-02-26,606000,606000,Efectivo aliado,Pagado,0
PG00003331,CR000514,CL00458,2,2026-03-26,2026-03-23,606000,606000,PSE,Pagado,0
PG00003332,CR000514,CL00458,3,2026-04-26,2026-04-19,606000,606000,Efectivo aliado,Pagado,0
PG00003333,CR000515,CL00458,1,2026-02-28,2026-02-28,204000,204000,PSE,Pagado,0
PG00003334,CR000515,CL00458,2,2026-03-28,2026-03-21,204000,204000,PSE,Pagado,0
PG00003335,CR000515,CL00458,3,2026-04-28,2026-04-28,204000,204000,PSE,Pagado,0
PG00003336,CR000516,CL00459,1,2025-11-15,2025-11-14,395000,395000,Billetera digital,Pagado,0
PG00003337,CR000516,CL00459,2,2025-12-15,2025-12-14,395000,395000,Débito automático,Pagado,0
PG00003338,CR000516,CL00459,3,2026-01-15,2026-01-15,395000,395000,PSE,Pagado,0
PG00003339,CR000516,CL00459,4,2026-02-15,2026-02-15,395000,395000,Efectivo aliado,Pagado,0
PG00003340,CR000516,CL00459,5,2026-03-15,2026-03-12,395000,395000,Billetera digital,Pagado,0
PG00003341,CR000516,CL00459,6,2026-04-15,2026-04-10,395000,395000,Efectivo aliado,Pagado,0
PG00003342,CR000516,CL00459,7,2026-05-15,,395000,0,PSE,Pendiente,0
PG00003343,CR000517,CL00460,1,2026-01-01,2025-12-31,68000,68000,PSE,Pagado,0
PG00003344,CR000517,CL00460,2,2026-02-01,2026-01-31,68000,68000,Débito automático,Pagado,0
PG00003345,CR000517,CL00460,3,2026-03-01,2026-02-27,68000,68000,Billetera digital,Pagado,0
PG00003346,CR000517,CL00460,4,2026-04-01,2026-03-27,68000,68000,Transferencia,Pagado,0
PG00003347,CR000517,CL00460,5,2026-05-01,,68000,0,Billetera digital,Pendiente,0
PG00003348,CR000518,CL00461,1,2025-09-20,2025-09-17,242000,242000,Transferencia,Pagado,0
PG00003349,CR000518,CL00461,2,2025-10-20,2025-10-19,242000,242000,Billetera digital,Pagado,0
PG00003350,CR000518,CL00461,3,2025-11-20,2025-11-15,242000,242000,Transferencia,Pagado,0
PG00003351,CR000518,CL00461,4,2025-12-20,2025-12-15,242000,242000,Billetera digital,Pagado,0
PG00003352,CR000518,CL00461,5,2026-01-20,2026-01-20,242000,242000,PSE,Pagado,0
PG00003353,CR000518,CL00461,6,2026-02-20,2026-02-19,242000,242000,PSE,Pagado,0
PG00003354,CR000519,CL00462,1,2025-08-03,2025-07-31,271000,271000,PSE,Pagado,0
PG00003355,CR000519,CL00462,2,2025-09-03,2025-09-01,271000,271000,PSE,Pagado,0
PG00003356,CR000519,CL00462,3,2025-10-03,2025-10-03,271000,271000,Billetera digital,Pagado,0
PG00003357,CR000519,CL00462,4,2025-11-03,2025-11-03,271000,271000,Efectivo aliado,Pagado,0
PG00003358,CR000519,CL00462,5,2025-12-03,2025-11-26,271000,271000,PSE,Pagado,0
PG00003359,CR000519,CL00462,6,2026-01-03,2026-01-03,271000,271000,PSE,Pagado,0
PG00003360,CR000519,CL00462,7,2026-02-03,2026-02-01,271000,271000,PSE,Pagado,0
PG00003361,CR000519,CL00462,8,2026-03-03,2026-03-03,271000,271000,Billetera digital,Pagado,0
PG00003362,CR000519,CL00462,9,2026-04-03,2026-04-02,271000,271000,Débito automático,Pagado,0
PG00003363,CR000520,CL00463,1,2025-06-24,2025-06-23,232000,232000,PSE,Pagado,0
PG00003364,CR000520,CL00463,2,2025-07-24,2025-07-19,232000,232000,PSE,Pagado,0
PG00003365,CR000520,CL00463,3,2025-08-24,2025-08-19,232000,232000,Efectivo aliado,Pagado,0
PG00003366,CR000520,CL00463,4,2025-09-24,2025-09-24,232000,232000,PSE,Pagado,0
PG00003367,CR000520,CL00463,5,2025-10-24,2025-10-21,232000,232000,PSE,Pagado,0
PG00003368,CR000520,CL00463,6,2025-11-24,2025-11-24,232000,232000,Billetera digital,Pagado,0
PG00003369,CR000520,CL00463,7,2025-12-24,2025-12-24,232000,232000,PSE,Pagado,0
PG00003370,CR000520,CL00463,8,2026-01-24,2026-01-23,232000,232000,PSE,Pagado,0
PG00003371,CR000520,CL00463,9,2026-02-24,2026-02-21,232000,232000,PSE,Pagado,0
PG00003372,CR000520,CL00463,10,2026-03-24,2026-03-24,232000,232000,Efectivo aliado,Pagado,0
PG00003373,CR000520,CL00463,11,2026-04-24,2026-04-22,232000,232000,Débito automático,Pagado,0
PG00003374,CR000521,CL00464,1,2025-08-06,2025-08-04,206000,206000,Efectivo aliado,Pagado,0
PG00003375,CR000521,CL00464,2,2025-09-06,2025-09-06,206000,206000,Billetera digital,Pagado,0
PG00003376,CR000521,CL00464,3,2025-10-06,2025-10-05,206000,206000,Débito automático,Pagado,0
PG00003377,CR000521,CL00464,4,2025-11-06,2025-11-04,206000,206000,Efectivo aliado,Pagado,0
PG00003378,CR000521,CL00464,5,2025-12-06,2025-12-06,206000,206000,PSE,Pagado,0
PG00003379,CR000521,CL00464,6,2026-01-06,2026-02-28,206000,206000,PSE,Pagado tardío,53
PG00003380,CR000521,CL00464,7,2026-02-06,2026-01-30,206000,206000,PSE,Pagado,0
PG00003381,CR000521,CL00464,8,2026-03-06,2026-02-24,206000,206000,Débito automático,Pagado,0
PG00003382,CR000521,CL00464,9,2026-04-06,2026-04-06,206000,206000,PSE,Pagado,0
PG00003383,CR000521,CL00464,10,2026-05-06,,206000,0,Transferencia,Pendiente,0
PG00003384,CR000522,CL00467,1,2025-06-18,2025-08-03,384000,384000,PSE,Pagado tardío,46
PG00003385,CR000522,CL00467,2,2025-07-18,2025-07-23,384000,384000,Billetera digital,Pagado tardío,5
PG00003386,CR000522,CL00467,3,2025-08-18,2025-10-08,384000,384000,Efectivo aliado,Pagado tardío,51
PG00003387,CR000522,CL00467,4,2025-09-18,2025-09-16,384000,384000,Efectivo aliado,Pagado,0
PG00003388,CR000522,CL00467,5,2025-10-18,2025-10-18,384000,384000,Débito automático,Pagado,0
PG00003389,CR000522,CL00467,6,2025-11-18,2026-01-03,384000,384000,PSE,Pagado tardío,46
PG00003390,CR000522,CL00467,7,2025-12-18,2026-01-09,384000,384000,PSE,Pagado tardío,22
PG00003391,CR000522,CL00467,8,2026-01-18,2026-01-17,384000,384000,PSE,Pagado,0
PG00003392,CR000522,CL00467,9,2026-02-18,2026-03-22,384000,384000,Efectivo aliado,Pagado tardío,32
PG00003393,CR000523,CL00467,1,2024-07-30,2024-09-28,1108000,1108000,PSE,Pagado tardío,60
PG00003394,CR000523,CL00467,2,2024-08-30,2024-09-06,1108000,1108000,Débito automático,Pagado tardío,7
PG00003395,CR000523,CL00467,3,2024-09-30,2024-10-28,1108000,1108000,Transferencia,Pagado tardío,28
PG00003396,CR000524,CL00468,1,2026-03-12,2026-03-07,395000,395000,Transferencia,Pagado,0
PG00003397,CR000524,CL00468,2,2026-04-12,2026-04-10,395000,395000,PSE,Pagado,0
PG00003398,CR000524,CL00468,3,2026-05-12,,395000,0,Billetera digital,Pendiente,0
PG00003399,CR000525,CL00469,1,2024-06-12,2024-06-11,111000,111000,PSE,Pagado,0
PG00003400,CR000525,CL00469,2,2024-07-12,2024-07-11,111000,111000,PSE,Pagado,0
PG00003401,CR000525,CL00469,3,2024-08-12,2024-08-19,111000,111000,PSE,Pagado tardío,7
PG00003402,CR000525,CL00469,4,2024-09-12,2024-10-01,111000,111000,Billetera digital,Pagado tardío,19
PG00003403,CR000525,CL00469,5,2024-10-12,2024-10-13,111000,111000,PSE,Pagado tardío,1
PG00003404,CR000525,CL00469,6,2024-11-12,2024-11-29,111000,111000,Efectivo aliado,Pagado tardío,17
PG00003405,CR000525,CL00469,7,2024-12-12,2024-12-11,111000,111000,Efectivo aliado,Pagado,0
PG00003406,CR000525,CL00469,8,2025-01-12,2025-01-09,111000,111000,PSE,Pagado,0
PG00003407,CR000525,CL00469,9,2025-02-12,2025-02-11,111000,111000,PSE,Pagado,0
PG00003408,CR000525,CL00469,10,2025-03-12,2025-03-09,111000,111000,Billetera digital,Pagado,0
PG00003409,CR000525,CL00469,11,2025-04-12,2025-06-26,111000,111000,Débito automático,Pagado tardío,75
PG00003410,CR000525,CL00469,12,2025-05-12,2025-06-06,111000,111000,PSE,Pagado tardío,25
PG00003411,CR000526,CL00471,1,2024-11-30,2024-11-29,160000,160000,PSE,Pagado,0
