evento_id,cliente_id,fecha_evento,tipo_evento,canal,resultado_evento,dispositivo,duracion_sesion_seg
EV00003725,CL00398,2026-01-07,pago_iniciado,web,abandonado,Android,464
EV00003726,CL00398,2025-08-01,login,whatsapp,exitoso,Android,130
EV00003727,CL00398,2025-09-13,consulta_saldo,app,exitoso,Android,143
EV00003728,CL00398,2025-10-30,pago_iniciado,app,exitoso,Android,116
EV00003729,CL00399,2024-12-25,consulta_saldo,app,exitoso,Android,80
EV00003730,CL00399,2025-03-14,login,app,exitoso,Android,152
EV00003731,CL00399,2025-05-25,simulacion_credito,app,exitoso,Android,569
EV00003732,CL00399,2025-08-27,pago_exitoso,whatsapp,exitoso,Android,152
EV00003733,CL00399,2025-09-30,login,app,exitoso,Android,58
EV00003734,CL00399,2025-03-27,solicitud_soporte,web,resuelto,Android,45
EV00003735,CL00399,2026-02-18,login,web,exitoso,Android,84
EV00003736,CL00399,2025-05-05,login,app,abandonado,Android,275
EV00003737,CL00399,2025-09-25,pago_exitoso,app,exitoso,Android,103
EV00003738,CL00399,2025-11-20,login,app,exitoso,Android,464
EV00003739,CL00399,2025-12-26,consulta_saldo,app,exitoso,Android,70
EV00003740,CL00399,2024-09-26,pago_fallido,app,fondos_insuficientes,Android,36
EV00003741,CL00399,2025-06-04,pago_iniciado,app,exitoso,Android,51
EV00003742,CL00400,2026-03-14,pago_iniciado,app,exitoso,Web,109
EV00003743,CL00400,2025-05-27,login,web,exitoso,Web,133
EV00003744,CL00400,2025-04-29,login,app,exitoso,Web,202
EV00003745,CL00400,2026-01-29,consulta_saldo,whatsapp,exitoso,Web,82
EV00003746,CL00400,2025-09-28,solicitud_soporte,app,escalado,Web,41
EV00003747,CL00401,2024-10-24,login,app,exitoso,Web,80
EV00003748,CL00401,2024-09-02,consulta_saldo,web,exitoso,Web,62
EV00003749,CL00401,2025-02-18,pago_iniciado,app,exitoso,Web,78
EV00003750,CL00401,2024-10-12,actualizacion_datos,whatsapp,exitoso,Web,128
EV00003751,CL00401,2025-02-01,consulta_saldo,app,exitoso,Web,99
EV00003752,CL00401,2025-11-25,consulta_saldo,app,exitoso,Web,316
EV00003753,CL00401,2024-10-04,solicitud_soporte,app,escalado,Web,32
EV00003754,CL00401,2025-03-16,consulta_saldo,app,exitoso,Web,117
EV00003755,CL00401,2026-01-15,simulacion_credito,app,exitoso,Web,51
EV00003756,CL00401,2025-03-01,pago_exitoso,app,exitoso,Web,73
EV00003757,CL00401,2025-11-25,pago_iniciado,web,exitoso,Web,167
EV00003758,CL00401,2025-12-11,solicitud_soporte,app,escalado,Web,102
EV00003759,CL00401,2025-12-21,login,app,exitoso,Web,66
EV00003760,CL00401,2025-02-22,pago_exitoso,app,exitoso,Web,22
EV00003761,CL00401,2025-05-23,login,web,abandonado,Web,190
EV00003762,CL00401,2025-07-22,pago_iniciado,app,exitoso,Web,281
EV00003763,CL00401,2026-01-05,login,app,abandonado,Web,18
EV00003764,CL00402,2025-11-11,consulta_saldo,web,abandonado,Web,232
EV00003765,CL00402,2025-11-03,solicitud_soporte,app,resuelto,Web,211
EV00003766,CL00402,2026-01-09,pago_iniciado,app,exitoso,Web,88
EV00003767,CL00402,2026-02-15,actualizacion_datos,call_center,exitoso,Web,85
EV00003768,CL00402,2026-01-12,login,web,exitoso,Web,20
EV00003769,CL00402,2026-04-11,simulacion_credito,web,exitoso,Web,138
EV00003770,CL00402,2026-02-02,consulta_saldo,app,abandonado,Web,202
EV00003771,CL00402,2026-04-14,solicitud_soporte,app,resuelto,Web,304
EV00003772,CL00402,2026-01-31,pago_iniciado,app,exitoso,Web,50
EV00003773,CL00402,2026-03-31,login,app,exitoso,Web,117
EV00003774,CL00402,2026-04-24,login,web,abandonado,Web,173
EV00003775,CL00402,2026-02-07,pago_exitoso,whatsapp,exitoso,Web,228
EV00003776,CL00404,2025-06-28,pago_exitoso,app,exitoso,Android,134
EV00003777,CL00404,2026-04-15,login,web,exitoso,Android,38
EV00003778,CL00404,2025-11-19,simulacion_credito,app,exitoso,Android,129
EV00003779,CL00404,2026-01-01,login,app,exitoso,Android,261
EV00003780,CL00404,2025-04-20,pago_exitoso,app,exitoso,Android,145
EV00003781,CL00405,2026-02-08,pago_iniciado,app,exitoso,iOS,86
EV00003782,CL00405,2025-04-23,login,app,exitoso,iOS,83
EV00003783,CL00405,2024-01-31,login,whatsapp,exitoso,iOS,92
EV00003784,CL00405,2025-11-02,consulta_saldo,app,exitoso,iOS,160
EV00003785,CL00405,2024-12-20,consulta_saldo,web,exitoso,iOS,193
EV00003786,CL00405,2023-09-23,consulta_saldo,app,abandonado,iOS,318
EV00003787,CL00405,2025-07-17,consulta_saldo,app,exitoso,iOS,227
EV00003788,CL00405,2025-03-18,pago_exitoso,app,exitoso,iOS,40
EV00003789,CL00405,2023-06-10,login,web,exitoso,iOS,46
EV00003790,CL00405,2025-04-14,actualizacion_datos,app,exitoso,iOS,148
EV00003791,CL00406,2025-02-28,consulta_saldo,web,exitoso,Android,175
EV00003792,CL00406,2025-10-10,pago_exitoso,app,exitoso,Android,318
EV00003793,CL00406,2024-09-08,pago_exitoso,app,exitoso,Android,118
EV00003794,CL00406,2026-04-20,consulta_saldo,app,exitoso,Android,91
EV00003795,CL00406,2024-05-31,pago_exitoso,web,exitoso,Android,80
EV00003796,CL00406,2024-06-25,solicitud_soporte,app,resuelto,Android,57
EV00003797,CL00406,2024-11-28,login,app,exitoso,Android,298
EV00003798,CL00406,2023-11-03,consulta_saldo,app,exitoso,Android,250
EV00003799,CL00406,2023-05-01,login,app,exitoso,Android,143
EV00003800,CL00406,2024-01-28,consulta_saldo,app,exitoso,Android,53
EV00003801,CL00406,2024-03-06,simulacion_credito,app,exitoso,Android,385
EV00003802,CL00406,2024-08-17,actualizacion_datos,web,exitoso,Android,532
EV00003803,CL00406,2023-06-11,login,app,exitoso,Android,367
EV00003804,CL00407,2025-06-13,consulta_saldo,app,exitoso,Android,65
EV00003805,CL00407,2025-08-27,login,app,exitoso,Android,54
EV00003806,CL00407,2025-07-11,consulta_saldo,web,exitoso,Android,99
EV00003807,CL00407,2025-07-25,consulta_saldo,app,abandonado,Android,87
EV00003808,CL00407,2025-04-07,consulta_saldo,app,exitoso,Android,316
EV00003809,CL00407,2025-05-14,consulta_saldo,app,exitoso,Android,44
EV00003810,CL00407,2025-01-16,consulta_saldo,app,exitoso,Android,74
EV00003811,CL00408,2025-09-29,login,app,exitoso,Android,176
EV00003812,CL00408,2025-11-08,login,app,exitoso,Android,218
EV00003813,CL00408,2026-03-08,login,app,exitoso,Android,158
EV00003814,CL00408,2025-08-13,consulta_saldo,call_center,exitoso,Android,335
EV00003815,CL00408,2025-09-30,login,whatsapp,exitoso,Android,97
EV00003816,CL00409,2025-12-04,login,app,exitoso,Android,211
EV00003817,CL00409,2025-12-25,login,web,exitoso,Android,352
EV00003818,CL00409,2024-11-05,pago_iniciado,web,exitoso,Android,69
EV00003819,CL00409,2024-05-09,login,app,exitoso,Android,101
EV00003820,CL00409,2024-10-12,consulta_saldo,app,exitoso,Android,724
EV00003821,CL00409,2025-05-08,pago_iniciado,app,exitoso,Android,226
EV00003822,CL00409,2025-07-13,login,app,exitoso,Android,268
EV00003823,CL00409,2024-08-19,consulta_saldo,app,abandonado,Android,59
EV00003824,CL00410,2025-12-01,pago_exitoso,web,abandonado,Android,110
EV00003825,CL00410,2025-04-15,login,app,exitoso,Android,198
EV00003826,CL00410,2024-10-14,pago_exitoso,app,exitoso,Android,126
EV00003827,CL00410,2025-01-09,consulta_saldo,whatsapp,exitoso,Android,49
EV00003828,CL00410,2025-07-06,consulta_saldo,app,exitoso,Android,15
EV00003829,CL00410,2024-09-15,actualizacion_datos,web,exitoso,Android,47
EV00003830,CL00411,2025-12-01,simulacion_credito,app,abandonado,iOS,184
EV00003831,CL00411,2026-01-31,login,app,exitoso,iOS,115
EV00003832,CL00411,2026-02-06,login,app,exitoso,iOS,131
EV00003833,CL00411,2025-10-22,pago_iniciado,app,exitoso,iOS,202
EV00003834,CL00411,2025-04-15,pago_fallido,whatsapp,error_banco,iOS,232
EV00003835,CL00411,2025-10-11,pago_exitoso,web,exitoso,iOS,246
EV00003836,CL00411,2025-05-17,solicitud_soporte,web,resuelto,iOS,96
EV00003837,CL00411,2025-09-04,consulta_saldo,whatsapp,abandonado,iOS,73
EV00003838,CL00411,2025-08-23,consulta_saldo,app,exitoso,iOS,69
EV00003839,CL00411,2025-04-18,consulta_saldo,web,abandonado,iOS,161
EV00003840,CL00411,2025-06-19,solicitud_soporte,whatsapp,resuelto,iOS,16
EV00003841,CL00411,2025-05-16,login,app,exitoso,iOS,159
EV00003842,CL00411,2026-01-02,consulta_saldo,app,exitoso,iOS,67
EV00003843,CL00412,2025-12-24,pago_exitoso,app,exitoso,Android,302
EV00003844,CL00412,2025-11-16,login,web,exitoso,Android,441
EV00003845,CL00412,2026-01-21,pago_exitoso,app,exitoso,Android,11
EV00003846,CL00412,2025-10-09,pago_iniciado,app,exitoso,Android,185
EV00003847,CL00412,2025-10-28,pago_iniciado,app,abandonado,Android,61
EV00003848,CL00412,2025-09-28,consulta_saldo,app,exitoso,Android,302
EV00003849,CL00412,2026-04-25,pago_exitoso,web,exitoso,Android,333
EV00003850,CL00412,2025-11-27,consulta_saldo,app,exitoso,Android,45
EV00003851,CL00412,2026-03-16,consulta_saldo,app,abandonado,Android,32
EV00003852,CL00412,2025-12-15,consulta_saldo,app,exitoso,Android,137
EV00003853,CL00412,2026-04-01,consulta_saldo,app,exitoso,Android,111
EV00003854,CL00412,2026-03-23,pago_fallido,app,timeout,Android,39
EV00003855,CL00412,2025-10-31,login,web,exitoso,Android,33
EV00003856,CL00413,2023-09-24,consulta_saldo,web,exitoso,Android,150
EV00003857,CL00413,2023-09-28,login,web,exitoso,Android,251
EV00003858,CL00413,2025-02-09,pago_iniciado,web,exitoso,Android,248
EV00003859,CL00413,2024-07-10,consulta_saldo,app,exitoso,Android,149
EV00003860,CL00413,2026-02-24,consulta_saldo,app,exitoso,Android,132
EV00003861,CL00413,2025-06-07,login,app,exitoso,Android,28
EV00003862,CL00413,2024-07-09,pago_fallido,app,timeout,Android,244
EV00003863,CL00413,2025-06-26,consulta_saldo,call_center,abandonado,Android,253
EV00003864,CL00413,2025-07-17,login,whatsapp,abandonado,Android,315
EV00003865,CL00413,2025-07-13,login,call_center,exitoso,Android,229
EV00003866,CL00413,2024-07-04,consulta_saldo,app,exitoso,Android,151
EV00003867,CL00413,2026-01-21,pago_exitoso,app,exitoso,Android,219
EV00003868,CL00413,2024-02-10,consulta_saldo,app,exitoso,Android,269
EV00003869,CL00413,2024-04-29,login,app,exitoso,Android,150
EV00003870,CL00413,2025-06-03,actualizacion_datos,app,exitoso,Android,116
EV00003871,CL00414,2025-07-16,pago_iniciado,app,exitoso,Android,153
EV00003872,CL00414,2025-12-24,consulta_saldo,app,exitoso,Android,192
EV00003873,CL00414,2025-04-17,pago_exitoso,app,exitoso,Android,196
EV00003874,CL00414,2025-04-02,pago_iniciado,app,exitoso,Android,56
EV00003875,CL00415,2024-02-14,consulta_saldo,web,exitoso,Android,135
EV00003876,CL00415,2025-06-11,login,app,exitoso,Android,117
EV00003877,CL00415,2025-08-06,consulta_saldo,web,exitoso,Android,79
EV00003878,CL00415,2024-03-22,solicitud_soporte,whatsapp,resuelto,Android,158
EV00003879,CL00415,2025-06-23,login,web,exitoso,Android,63
EV00003880,CL00415,2024-12-12,pago_iniciado,app,exitoso,Android,304
EV00003881,CL00415,2025-12-31,login,app,exitoso,Android,299
EV00003882,CL00415,2025-09-09,login,app,exitoso,Android,245
EV00003883,CL00415,2026-04-01,consulta_saldo,app,exitoso,Android,107
EV00003884,CL00415,2024-10-27,consulta_saldo,app,exitoso,Android,62
EV00003885,CL00415,2025-01-19,consulta_saldo,call_center,exitoso,Android,142
EV00003886,CL00415,2024-12-25,login,app,exitoso,Android,221
EV00003887,CL00415,2024-03-26,login,app,exitoso,Android,24
EV00003888,CL00416,2024-01-03,consulta_saldo,app,exitoso,iOS,191
EV00003889,CL00416,2024-09-28,login,app,exitoso,iOS,175
EV00003890,CL00416,2023-04-15,pago_exitoso,call_center,exitoso,iOS,53
EV00003891,CL00416,2023-07-16,pago_exitoso,app,exitoso,iOS,94
EV00003892,CL00416,2024-10-17,solicitud_soporte,app,resuelto,iOS,104
EV00003893,CL00416,2023-10-20,consulta_saldo,app,exitoso,iOS,117
EV00003894,CL00416,2024-07-18,pago_exitoso,app,exitoso,iOS,34
EV00003895,CL00416,2023-11-11,pago_fallido,app,fondos_insuficientes,iOS,87
EV00003896,CL00416,2024-12-12,consulta_saldo,app,exitoso,iOS,27
EV00003897,CL00416,2025-12-30,login,app,exitoso,iOS,233
EV00003898,CL00416,2023-10-24,login,app,abandonado,iOS,110
EV00003899,CL00416,2025-02-06,login,call_center,exitoso,iOS,224
EV00003900,CL00416,2023-10-14,login,web,exitoso,iOS,265
EV00003901,CL00416,2023-08-01,login,web,exitoso,iOS,5
EV00003902,CL00417,2025-11-25,solicitud_soporte,app,resuelto,Android,70
EV00003903,CL00417,2024-01-23,pago_iniciado,whatsapp,exitoso,Android,86
EV00003904,CL00417,2024-05-14,consulta_saldo,app,exitoso,Android,87
EV00003905,CL00417,2024-12-23,consulta_saldo,web,exitoso,Android,138
EV00003906,CL00417,2025-02-28,login,app,exitoso,Android,149
EV00003907,CL00417,2025-01-06,consulta_saldo,web,exitoso,Android,294
EV00003908,CL00417,2026-03-16,login,app,exitoso,Android,160
EV00003909,CL00417,2025-07-03,actualizacion_datos,app,abandonado,Android,240
EV00003910,CL00417,2023-08-31,consulta_saldo,app,exitoso,Android,168
EV00003911,CL00417,2024-03-20,solicitud_soporte,web,resuelto,Android,55
EV00003912,CL00417,2024-04-04,consulta_saldo,app,exitoso,Android,247
EV00003913,CL00417,2024-08-26,login,whatsapp,exitoso,Android,262
EV00003914,CL00417,2025-02-06,login,app,abandonado,Android,130
EV00003915,CL00417,2025-11-20,pago_fallido,web,error_banco,Android,155
EV00003916,CL00417,2023-12-16,login,app,exitoso,Android,110
EV00003917,CL00417,2024-01-15,pago_exitoso,app,exitoso,Android,267
EV00003918,CL00417,2025-03-10,actualizacion_datos,web,exitoso,Android,220
EV00003919,CL00417,2026-02-11,consulta_saldo,whatsapp,exitoso,Android,87
EV00003920,CL00417,2025-05-28,actualizacion_datos,app,exitoso,Android,182
EV00003921,CL00417,2025-09-17,pago_exitoso,app,exitoso,Android,67
EV00003922,CL00417,2025-08-25,pago_iniciado,web,exitoso,Android,200
EV00003923,CL00417,2024-09-16,login,app,exitoso,Android,51
EV00003924,CL00417,2024-01-01,consulta_saldo,whatsapp,abandonado,Android,226
EV00003925,CL00417,2025-10-10,consulta_saldo,app,exitoso,Android,386
EV00003926,CL00417,2023-12-15,login,whatsapp,exitoso,Android,327
EV00003927,CL00417,2025-11-22,pago_iniciado,app,exitoso,Android,37
EV00003928,CL00417,2025-03-17,login,web,exitoso,Android,71
EV00003929,CL00417,2023-09-26,solicitud_soporte,app,escalado,Android,134
EV00003930,CL00418,2025-11-06,simulacion_credito,app,exitoso,Android,157
EV00003931,CL00418,2025-11-11,consulta_saldo,app,exitoso,Android,364
EV00003932,CL00418,2025-04-05,login,web,exitoso,Android,154
EV00003933,CL00418,2025-11-12,login,app,exitoso,Android,610
EV00003934,CL00418,2026-02-10,consulta_saldo,app,abandonado,Android,134
EV00003935,CL00418,2026-01-09,login,app,exitoso,Android,197
EV00003936,CL00418,2024-12-07,pago_exitoso,app,exitoso,Android,108
EV00003937,CL00418,2026-02-21,login,app,exitoso,Android,174
EV00003938,CL00419,2024-09-03,login,web,exitoso,Android,150
EV00003939,CL00419,2024-05-17,pago_exitoso,web,exitoso,Android,251
EV00003940,CL00419,2024-07-02,pago_iniciado,app,exitoso,Android,76
EV00003941,CL00420,2024-09-21,pago_iniciado,app,exitoso,Android,48
EV00003942,CL00420,2024-07-27,login,web,exitoso,Android,133
EV00003943,CL00420,2023-11-27,consulta_saldo,app,exitoso,Android,52
EV00003944,CL00420,2023-06-08,pago_iniciado,app,exitoso,Android,63
EV00003945,CL00420,2024-04-15,consulta_saldo,app,exitoso,Android,259
EV00003946,CL00420,2023-07-08,login,app,exitoso,Android,67
EV00003947,CL00420,2026-01-16,pago_exitoso,whatsapp,abandonado,Android,194
EV00003948,CL00421,2025-10-27,solicitud_soporte,web,resuelto,Web,64
EV00003949,CL00421,2024-12-05,simulacion_credito,whatsapp,exitoso,Web,65
EV00003950,CL00421,2025-08-25,pago_iniciado,app,exitoso,Web,108
EV00003951,CL00421,2025-03-05,login,app,exitoso,Web,56
EV00003952,CL00421,2025-11-15,pago_iniciado,web,exitoso,Web,373
EV00003953,CL00421,2025-06-30,actualizacion_datos,web,exitoso,Web,95
EV00003954,CL00421,2025-08-08,pago_iniciado,app,exitoso,Web,357
EV00003955,CL00421,2025-07-22,pago_iniciado,web,exitoso,Web,87
EV00003956,CL00421,2025-09-01,pago_iniciado,app,exitoso,Web,101
EV00003957,CL00421,2025-07-13,login,app,abandonado,Web,225
EV00003958,CL00421,2026-01-24,login,call_center,exitoso,Web,226
EV00003959,CL00421,2026-04-06,login,app,exitoso,Web,54
EV00003960,CL00421,2026-04-27,solicitud_soporte,app,resuelto,Web,223
EV00003961,CL00421,2026-01-25,pago_iniciado,app,exitoso,Web,72
EV00003962,CL00421,2024-12-26,consulta_saldo,app,exitoso,Web,156
EV00003963,CL00422,2025-10-22,pago_iniciado,whatsapp,exitoso,iOS,61
EV00003964,CL00422,2025-04-18,login,app,exitoso,iOS,71
EV00003965,CL00422,2026-01-26,login,web,exitoso,iOS,7
EV00003966,CL00422,2025-12-10,consulta_saldo,app,exitoso,iOS,155
EV00003967,CL00422,2025-03-16,login,call_center,exitoso,iOS,236
EV00003968,CL00422,2025-03-12,actualizacion_datos,app,exitoso,iOS,16
EV00003969,CL00422,2025-03-28,actualizacion_datos,app,exitoso,iOS,220
EV00003970,CL00422,2025-04-16,consulta_saldo,app,exitoso,iOS,150
EV00003971,CL00423,2025-10-03,pago_iniciado,app,exitoso,iOS,309
EV00003972,CL00423,2025-08-19,pago_exitoso,app,exitoso,iOS,101
EV00003973,CL00423,2025-12-12,pago_fallido,app,error_banco,iOS,275
EV00003974,CL00423,2026-03-09,pago_fallido,app,error_banco,iOS,63
EV00003975,CL00423,2025-08-19,pago_iniciado,app,exitoso,iOS,105
EV00003976,CL00423,2026-03-13,actualizacion_datos,web,exitoso,iOS,116
EV00003977,CL00424,2025-08-19,login,web,abandonado,Android,337
EV00003978,CL00424,2026-03-08,login,call_center,exitoso,Android,246
EV00003979,CL00424,2026-03-02,consulta_saldo,web,abandonado,Android,260
EV00003980,CL00424,2025-10-28,consulta_saldo,app,exitoso,Android,20
EV00003981,CL00424,2025-08-21,simulacion_credito,app,exitoso,Android,152
EV00003982,CL00424,2026-03-12,simulacion_credito,app,exitoso,Android,166
EV00003983,CL00424,2026-04-17,pago_exitoso,whatsapp,exitoso,Android,64
EV00003984,CL00424,2026-02-19,solicitud_soporte,call_center,resuelto,Android,38
EV00003985,CL00424,2026-03-24,actualizacion_datos,app,exitoso,Android,36
EV00003986,CL00424,2025-08-31,pago_iniciado,app,exitoso,Android,47
EV00003987,CL00424,2025-09-09,pago_exitoso,call_center,exitoso,Android,339
EV00003988,CL00424,2026-03-23,login,app,exitoso,Android,83
EV00003989,CL00424,2025-07-23,pago_iniciado,app,exitoso,Android,235
EV00003990,CL00424,2025-06-17,pago_iniciado,app,abandonado,Android,157
EV00003991,CL00424,2025-12-09,solicitud_soporte,app,resuelto,Android,97
EV00003992,CL00424,2025-08-13,consulta_saldo,app,exitoso,Android,12
EV00003993,CL00424,2025-12-30,login,app,exitoso,Android,87
EV00003994,CL00424,2025-08-22,pago_iniciado,app,exitoso,Android,148
EV00003995,CL00425,2025-04-01,pago_exitoso,app,abandonado,Android,59
EV00003996,CL00425,2025-09-25,login,app,exitoso,Android,244
EV00003997,CL00425,2025-04-13,login,whatsapp,exitoso,Android,105
EV00003998,CL00426,2024-11-05,consulta_saldo,app,exitoso,iOS,84
EV00003999,CL00426,2025-11-18,pago_iniciado,app,exitoso,iOS,337
EV00004000,CL00426,2024-08-28,login,app,exitoso,iOS,248
EV00004001,CL00426,2026-01-06,pago_fallido,app,fondos_insuficientes,iOS,96
EV00004002,CL00426,2023-08-28,solicitud_soporte,app,sin_contacto,iOS,161
EV00004003,CL00426,2024-03-14,consulta_saldo,web,abandonado,iOS,102
EV00004004,CL00426,2025-10-10,pago_exitoso,app,exitoso,iOS,88
EV00004005,CL00427,2025-12-14,consulta_saldo,whatsapp,exitoso,iOS,243
EV00004006,CL00427,2026-01-07,consulta_saldo,app,exitoso,iOS,212
EV00004007,CL00427,2026-01-26,login,app,exitoso,iOS,80
EV00004008,CL00427,2025-12-18,login,web,exitoso,iOS,121
EV00004009,CL00427,2025-07-24,consulta_saldo,app,exitoso,iOS,80
EV00004010,CL00427,2025-06-16,pago_exitoso,app,abandonado,iOS,71
EV00004011,CL00427,2026-03-19,consulta_saldo,app,exitoso,iOS,325
EV00004012,CL00427,2025-09-21,login,web,exitoso,iOS,102
EV00004013,CL00427,2025-05-29,consulta_saldo,whatsapp,exitoso,iOS,59
EV00004014,CL00427,2025-10-12,pago_exitoso,app,exitoso,iOS,81
EV00004015,CL00427,2026-04-26,pago_iniciado,app,exitoso,iOS,356
EV00004016,CL00427,2025-12-01,simulacion_credito,app,exitoso,iOS,364
EV00004017,CL00427,2026-03-12,actualizacion_datos,app,exitoso,iOS,70
EV00004018,CL00427,2026-03-21,actualizacion_datos,app,exitoso,iOS,111
EV00004019,CL00428,2026-03-02,solicitud_soporte,web,escalado,Android,68
EV00004020,CL00428,2025-03-01,pago_exitoso,app,exitoso,Android,158
EV00004021,CL00428,2025-11-09,login,app,exitoso,Android,50
EV00004022,CL00428,2025-05-21,solicitud_soporte,app,escalado,Android,68
EV00004023,CL00428,2025-04-12,pago_iniciado,app,exitoso,Android,140
EV00004024,CL00428,2025-09-05,login,app,exitoso,Android,119
EV00004025,CL00428,2025-03-22,solicitud_soporte,app,resuelto,Android,339
EV00004026,CL00429,2026-04-16,consulta_saldo,app,exitoso,Android,92
EV00004027,CL00429,2024-04-05,pago_iniciado,app,exitoso,Android,62
EV00004028,CL00429,2024-02-09,simulacion_credito,web,exitoso,Android,28
EV00004029,CL00430,2026-02-19,login,app,exitoso,Android,73
EV00004030,CL00430,2026-04-11,consulta_saldo,app,exitoso,Android,358
EV00004031,CL00430,2026-03-16,consulta_saldo,whatsapp,exitoso,Android,55
EV00004032,CL00430,2026-02-11,pago_exitoso,call_center,exitoso,Android,113
EV00004033,CL00430,2026-02-20,consulta_saldo,call_center,exitoso,Android,80
EV00004034,CL00430,2026-03-06,consulta_saldo,app,exitoso,Android,247
EV00004035,CL00430,2026-04-29,login,app,exitoso,Android,370
EV00004036,CL00430,2026-02-27,consulta_saldo,app,exitoso,Android,433
EV00004037,CL00430,2026-04-12,solicitud_soporte,web,escalado,Android,147
EV00004038,CL00430,2026-04-25,pago_iniciado,web,exitoso,Android,119
EV00004039,CL00430,2026-01-25,consulta_saldo,web,exitoso,Android,162
EV00004040,CL00430,2026-04-19,simulacion_credito,app,exitoso,Android,15
EV00004041,CL00430,2026-03-25,login,app,exitoso,Android,54
EV00004042,CL00430,2026-02-03,consulta_saldo,app,exitoso,Android,163
EV00004043,CL00430,2026-04-26,solicitud_soporte,app,resuelto,Android,302
EV00004044,CL00430,2026-04-22,login,app,exitoso,Android,484
EV00004045,CL00430,2026-01-17,pago_exitoso,app,exitoso,Android,122
EV00004046,CL00430,2026-02-19,pago_iniciado,app,abandonado,Android,245
EV00004047,CL00430,2026-04-07,consulta_saldo,app,exitoso,Android,207
EV00004048,CL00430,2026-03-12,login,app,exitoso,Android,21
EV00004049,CL00430,2026-01-18,pago_exitoso,whatsapp,exitoso,Android,162
EV00004050,CL00430,2026-04-12,login,app,exitoso,Android,138
EV00004051,CL00430,2026-02-11,pago_exitoso,app,exitoso,Android,106
EV00004052,CL00430,2026-02-10,actualizacion_datos,app,exitoso,Android,41
EV00004053,CL00430,2026-04-01,consulta_saldo,web,exitoso,Android,402
EV00004054,CL00430,2026-03-14,simulacion_credito,web,exitoso,Android,129
EV00004055,CL00430,2026-02-20,consulta_saldo,app,abandonado,Android,146
EV00004056,CL00430,2026-03-30,login,app,exitoso,Android,109
EV00004057,CL00431,2025-07-23,pago_exitoso,app,exitoso,Android,130
EV00004058,CL00431,2025-05-01,pago_exitoso,app,exitoso,Android,188
EV00004059,CL00431,2024-03-13,pago_iniciado,app,exitoso,Android,34
EV00004060,CL00431,2025-09-02,consulta_saldo,web,exitoso,Android,44
EV00004061,CL00431,2025-04-11,pago_iniciado,app,exitoso,Android,106
EV00004062,CL00431,2025-08-26,solicitud_soporte,web,resuelto,Android,497
EV00004063,CL00431,2025-02-11,consulta_saldo,app,exitoso,Android,165
EV00004064,CL00431,2025-04-18,solicitud_soporte,app,resuelto,Android,22
EV00004065,CL00431,2024-08-17,login,web,exitoso,Android,208
EV00004066,CL00431,2024-10-20,consulta_saldo,app,exitoso,Android,126
EV00004067,CL00431,2025-04-26,login,app,exitoso,Android,187
EV00004068,CL00431,2025-09-06,pago_fallido,app,error_banco,Android,121
EV00004069,CL00431,2024-09-30,pago_exitoso,app,exitoso,Android,116
EV00004070,CL00431,2024-05-06,pago_iniciado,app,exitoso,Android,337
EV00004071,CL00431,2026-01-01,login,web,abandonado,Android,180
EV00004072,CL00431,2026-02-19,consulta_saldo,app,exitoso,Android,25
EV00004073,CL00431,2024-03-04,pago_iniciado,app,exitoso,Android,117
EV00004074,CL00431,2024-01-07,actualizacion_datos,app,exitoso,Android,267
EV00004075,CL00431,2026-04-24,pago_iniciado,app,exitoso,Android,79
EV00004076,CL00431,2023-11-28,consulta_saldo,app,exitoso,Android,207
EV00004077,CL00432,2025-05-17,pago_exitoso,app,exitoso,Android,52
EV00004078,CL00433,2025-12-12,login,app,exitoso,Android,288
EV00004079,CL00433,2025-12-02,login,web,exitoso,Android,74
EV00004080,CL00433,2026-01-16,login,app,exitoso,Android,56
EV00004081,CL00433,2025-12-31,login,app,exitoso,Android,41
EV00004082,CL00433,2026-04-08,solicitud_soporte,app,sin_contacto,Android,39
EV00004083,CL00433,2026-03-24,pago_iniciado,app,exitoso,Android,91
EV00004084,CL00433,2026-03-26,consulta_saldo,web,abandonado,Android,193
EV00004085,CL00433,2025-08-25,pago_iniciado,app,exitoso,Android,720
EV00004086,CL00434,2026-02-05,consulta_saldo,call_center,abandonado,Android,99
EV00004087,CL00434,2026-03-29,login,app,exitoso,Android,193
EV00004088,CL00434,2026-01-02,login,app,exitoso,Android,230
EV00004089,CL00434,2025-10-21,login,app,exitoso,Android,133
EV00004090,CL00434,2026-01-11,login,web,abandonado,Android,170
EV00004091,CL00434,2025-09-28,consulta_saldo,web,exitoso,Android,138
EV00004092,CL00434,2025-12-21,consulta_saldo,app,exitoso,Android,51
EV00004093,CL00434,2025-12-09,solicitud_soporte,app,resuelto,Android,112
EV00004094,CL00434,2025-07-03,login,app,exitoso,Android,31
EV00004095,CL00434,2025-09-17,login,app,exitoso,Android,134
EV00004096,CL00434,2025-08-22,simulacion_credito,web,exitoso,Android,41
EV00004097,CL00435,2025-11-09,consulta_saldo,web,exitoso,Android,68
EV00004098,CL00435,2025-06-05,pago_exitoso,app,exitoso,Android,84
EV00004099,CL00435,2023-12-12,login,app,exitoso,Android,64
EV00004100,CL00435,2023-10-24,pago_iniciado,app,exitoso,Android,260
EV00004101,CL00436,2025-05-27,simulacion_credito,app,exitoso,Web,268
