credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,riesgo_mora_30,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,total_eventos_pre,duracion_promedio_pre,prob_riesgo
CR000244,CL00226,2025-08-22,Crédito libre inversión,5150000,24,0.0237,284000,Web,900,0.0973,Automática,Activo,0,47,F,5,Posgrado,Pensionado,2920000.0,650.0,True,0,Android,17.0,312.6470588235294,0.0036516212175796707
CR000245,CL00226,2025-11-28,Microcrédito,2100000,12,0.0289,210000,Aliado,823,0.0719,Automática,Activo,0,47,F,5,Posgrado,Pensionado,2920000.0,650.0,True,0,Android,17.0,312.6470588235294,0.001498297546805335
CR000246,CL00227,2025-02-04,Crédito consumo digital,2400000,18,0.0202,160000,App,771,0.0842,Automática,Activo,0,37,M,2,Sin información,Empleado,1900000.0,581.0,True,0,Android,7.0,159.28571428571428,0.026008184532990777
CR000247,CL00228,2024-09-12,Microcrédito,2250000,12,0.0359,234000,Aliado,862,0.0576,Automática,Finalizado,0,25,M,6,Técnico/Tecnólogo,Microempresario,4060000.0,637.0,True,4,Web,7.0,120.42857142857144,0.008272871543477838
CR000248,CL00229,2026-01-25,Crédito libre inversión,5000000,12,0.0179,467000,App,789,0.2684,Automática,Mora moderada,0,29,F,2,Técnico/Tecnólogo,Independiente,1740000.0,565.0,False,1,Android,12.0,185.75,0.9481667830133795
CR000249,CL00229,2025-09-09,Crédito consumo digital,1500000,12,0.0317,152000,Web,900,0.0874,Automática,Mora moderada,1,29,F,2,Técnico/Tecnólogo,Independiente,1740000.0,565.0,False,1,Android,12.0,185.75,0.9062106429343711
CR000250,CL00230,2025-08-22,Crédito libre inversión,3900000,12,0.0324,397000,App,781,0.1521,Automática,Activo,0,43,M,1,Sin información,Empleado,2610000.0,527.0,False,1,iOS,5.0,206.2,0.007874901464808346
CR000251,CL00230,2026-01-30,Crédito consumo digital,750000,18,0.0285,54000,App,770,0.0207,Automática,Activo,0,43,M,1,Sin información,Empleado,2610000.0,527.0,False,1,iOS,5.0,206.2,0.007669863989008696
CR000252,CL00231,2024-11-21,Microcrédito,3050000,12,0.029,305000,App,804,0.1245,Automática,Mora moderada,1,29,M,4,Sin información,Empleado,2450000.0,601.0,False,1,iOS,18.0,104.77777777777776,0.9351448242414742
CR000253,CL00231,2024-11-26,Avance de nómina,1100000,3,0.0275,387000,Web,856,0.158,Automática,Finalizado,0,29,M,4,Sin información,Empleado,2450000.0,601.0,False,1,iOS,18.0,104.77777777777776,0.014637159256136052
CR000254,CL00232,2025-01-29,Crédito libre inversión,9200000,6,0.0194,1639000,App,900,0.4017,Manual,Finalizado,0,38,F,3,Bachiller,Microempresario,4080000.0,642.0,False,0,Android,5.0,155.6,0.007418649026556451
CR000255,CL00232,2024-09-11,Crédito consumo digital,1450000,9,0.0286,185000,App,832,0.0453,Automática,Finalizado,0,38,F,3,Bachiller,Microempresario,4080000.0,642.0,False,0,Android,5.0,155.6,0.01657141315026786
CR000256,CL00233,2024-01-26,Crédito libre inversión,3450000,9,0.026,435000,App,900,0.0946,Automática,Finalizado,0,36,M,4,Bachiller,Comerciante,4600000.0,743.0,True,1,Android,,,0.0204571552246473
CR000257,CL00234,2023-09-02,Crédito consumo digital,1550000,9,0.0251,195000,App,706,0.1114,Automática,Finalizado,0,29,F,4,Universitario,Conductor/Repartidor,1750000.0,509.0,False,0,iOS,12.0,125.16666666666669,0.014589496976588186
CR000258,CL00234,2025-05-24,Crédito libre inversión,1350000,6,0.0253,245000,Aliado,776,0.14,Automática,Finalizado,0,29,F,4,Universitario,Conductor/Repartidor,1750000.0,509.0,False,0,iOS,12.0,125.16666666666669,0.010104991182801493
CR000259,CL00234,2023-05-15,Crédito libre inversión,3100000,6,0.025,563000,Aliado,682,0.3217,Automática,Mora severa,1,29,F,4,Universitario,Conductor/Repartidor,1750000.0,509.0,False,0,iOS,12.0,125.16666666666669,0.9774125171652275
CR000260,CL00235,2025-05-10,Microcrédito,2400000,6,0.0316,445000,Web,885,0.1382,Automática,Finalizado,0,57,M,3,Sin información,Empleado,3220000.0,763.0,False,2,Android,4.0,45.25,0.012731240269377173
CR000261,CL00236,2024-10-15,Avance de nómina,650000,6,0.0301,120000,Aliado,873,0.0349,Automática,Finalizado,0,42,F,2,Sin información,Empleado,3440000.0,593.0,False,1,Android,8.0,118.125,0.01502847242867242
CR000262,CL00236,2024-05-24,Crédito consumo digital,1600000,12,0.036,167000,Web,866,0.0485,Automática,Finalizado,0,42,F,2,Sin información,Empleado,3440000.0,593.0,False,1,Android,8.0,118.125,0.016998618437857004
CR000263,CL00237,2024-07-05,Crédito consumo digital,1900000,6,0.0204,340000,Call center,838,0.1429,Automática,Mora severa,1,19,M,4,Sin información,Independiente,2380000.0,544.0,True,1,Android,3.0,135.66666666666666,0.9888600116000762
CR000264,CL00238,2025-06-23,Crédito libre inversión,5450000,6,0.019,970000,App,814,0.2608,Automática,Finalizado,0,38,F,3,Técnico/Tecnólogo,Empleado,3720000.0,583.0,True,1,Android,5.0,117.0,0.012770388031908202
CR000265,CL00239,2025-08-12,Crédito consumo digital,2850000,12,0.0268,281000,App,900,0.0376,Automática,Activo,0,29,F,6,Bachiller,Empleado,7480000.0,766.0,True,0,iOS,12.0,224.66666666666663,0.0056259120562509556
CR000266,CL00239,2026-03-20,Crédito libre inversión,14050000,6,0.0289,2584000,App,900,0.3455,Automática,Activo,0,29,F,6,Bachiller,Empleado,7480000.0,766.0,True,0,iOS,12.0,224.66666666666663,0.003712802263293439
CR000267,CL00241,2025-04-11,Crédito consumo digital,3150000,6,0.0367,594000,App,859,0.1619,Automática,Finalizado,0,28,F,4,Posgrado,Empleado,3670000.0,577.0,True,3,iOS,8.0,160.25,0.004396301635701247
CR000268,CL00241,2024-07-29,Crédito libre inversión,3100000,6,0.019,552000,Aliado,861,0.1504,Automática,Finalizado,0,28,F,4,Posgrado,Empleado,3670000.0,577.0,True,3,iOS,8.0,160.25,0.004214672075527617
CR000269,CL00243,2025-09-07,Crédito consumo digital,450000,12,0.0224,43000,App,764,0.0341,Automática,Mora moderada,1,41,M,1,Técnico/Tecnólogo,Empleado,1260000.0,587.0,True,2,Android,5.0,208.2,0.887264494085759
CR000270,CL00244,2025-01-21,Crédito consumo digital,1500000,6,0.0256,273000,App,861,0.1062,Automática,Mora severa,1,45,M,4,Bachiller,Empleado,2570000.0,732.0,False,0,Android,2.0,190.0,0.9645094584108664
CR000271,CL00245,2025-08-26,Avance de nómina,1300000,6,0.0188,231000,App,892,0.0589,Automática,Finalizado,0,24,M,3,Técnico/Tecnólogo,Empleado,3920000.0,645.0,False,3,iOS,20.0,89.75,0.009871750219134544
CR000272,CL00245,2025-08-07,Crédito consumo digital,2750000,6,0.0342,515000,App,799,0.1314,Automática,Finalizado,0,24,M,3,Técnico/Tecnólogo,Empleado,3920000.0,645.0,False,3,iOS,20.0,89.75,0.00945575472166941
CR000273,CL00245,2026-01-15,Crédito libre inversión,3950000,9,0.0256,497000,Web,870,0.1268,Automática,Activo,0,24,M,3,Técnico/Tecnólogo,Empleado,3920000.0,645.0,False,3,iOS,20.0,89.75,0.007971937282976212
CR000274,CL00246,2026-03-27,Crédito libre inversión,1200000,3,0.0242,419000,App,755,0.3521,Manual,Activo,0,33,F,1,Universitario,Conductor/Repartidor,1190000.0,460.0,False,0,Android,14.0,142.78571428571428,0.004633777356958834
CR000275,CL00246,2024-12-11,Avance de nómina,250000,3,0.0213,87000,App,795,0.0731,Automática,Finalizado,0,33,F,1,Universitario,Conductor/Repartidor,1190000.0,460.0,False,0,Android,14.0,142.78571428571428,0.010821934430439075
CR000276,CL00249,2025-09-20,Crédito libre inversión,4950000,12,0.026,486000,App,831,0.1136,Automática,Activo,0,54,M,5,Técnico/Tecnólogo,Comerciante,4280000.0,727.0,True,0,Web,5.0,106.0,0.021668248399917062
CR000277,CL00249,2025-10-19,Crédito libre inversión,8000000,6,0.0201,1429000,App,897,0.3339,Automática,Finalizado,0,54,M,5,Técnico/Tecnólogo,Comerciante,4280000.0,727.0,True,0,Web,5.0,106.0,0.018172194217683974
CR000278,CL00250,2024-05-27,Microcrédito,4100000,6,0.0304,758000,App,864,0.1909,Automática,Finalizado,0,40,F,3,Bachiller,Empleado,3970000.0,597.0,False,0,Android,4.0,136.0,0.009081281709342885
CR000279,CL00252,2025-02-05,Crédito consumo digital,550000,6,0.0305,102000,App,879,0.0368,Automática,Finalizado,0,45,F,2,Bachiller,Microempresario,2770000.0,652.0,True,1,Android,15.0,260.6666666666667,0.004871953311495538
CR000280,CL00252,2025-08-08,Crédito consumo digital,2250000,3,0.0339,801000,App,857,0.2892,Automática,Finalizado,0,45,F,2,Bachiller,Microempresario,2770000.0,652.0,True,1,Android,15.0,260.6666666666667,0.004804226398041316
CR000281,CL00253,2025-06-01,Microcrédito,1750000,3,0.0354,625000,App,851,0.1766,Automática,Finalizado,0,57,F,5,Sin información,Pensionado,3540000.0,684.0,False,0,iOS,2.0,105.5,0.006505244678783588
CR000282,CL00254,2024-06-17,Crédito libre inversión,2850000,9,0.033,371000,Call center,768,0.132,Automática,Finalizado,0,46,M,2,Técnico/Tecnólogo,Empleado,2810000.0,613.0,True,1,iOS,1.0,229.0,0.013642988028675139
CR000283,CL00255,2025-08-24,Crédito consumo digital,4500000,3,0.0323,1598000,Aliado,900,0.3115,Automática,Finalizado,0,21,M,3,Técnico/Tecnólogo,Empleado,5130000.0,711.0,True,3,iOS,,,0.003947589687034115
CR000284,CL00256,2023-08-14,Crédito libre inversión,2750000,3,0.0251,963000,App,840,0.5016,Manual,Finalizado,0,31,F,2,Bachiller,Empleado,1920000.0,579.0,False,2,Android,,,0.00672429802509785
CR000285,CL00258,2025-10-16,Crédito consumo digital,6050000,3,0.0249,2118000,App,900,0.2353,Automática,Finalizado,0,29,M,3,Técnico/Tecnólogo,Microempresario,9000000.0,850.0,False,1,Android,19.0,133.8421052631579,0.005609704673641923
CR000286,CL00258,2025-08-26,Crédito libre inversión,15100000,6,0.0329,2814000,App,900,0.3127,Automática,Finalizado,0,29,M,3,Técnico/Tecnólogo,Microempresario,9000000.0,850.0,False,1,Android,19.0,133.8421052631579,0.00844669000255826
CR000287,CL00259,2026-03-08,Microcrédito,4500000,24,0.0318,271000,Web,900,0.085,Automática,Activo,0,40,F,4,Bachiller,Microempresario,3190000.0,622.0,False,0,Android,8.0,174.25,0.010608561309623763
CR000288,CL00261,2025-12-31,Crédito libre inversión,3800000,3,0.026,1333000,Call center,695,0.6409,Excepción,Finalizado,0,27,F,2,Bachiller,Conductor/Repartidor,2080000.0,408.0,False,0,Android,5.0,99.8,0.10052698242437552
CR000289,CL00262,2026-01-09,Crédito consumo digital,2200000,6,0.0307,407000,App,882,0.1082,Automática,Activo,0,35,M,5,Sin información,Empleado,3760000.0,641.0,True,1,iOS,7.0,126.71428571428572,0.008989191010664246
CR000290,CL00263,2025-11-06,Crédito consumo digital,500000,12,0.0331,51000,Aliado,818,0.0345,Automática,Mora moderada,1,19,M,2,Universitario,Independiente,1480000.0,540.0,True,2,iOS,10.0,207.9,0.8773920270777489
CR000291,CL00264,2025-09-20,Avance de nómina,300000,6,0.0234,54000,App,717,1.8,Automática,Mora moderada,1,26,M,2,Universitario,Estudiante,800000.0,441.0,False,0,Android,17.0,188.23529411764707,0.9958931448185415
CR000292,CL00264,2026-01-01,Crédito consumo digital,850000,9,0.029,109000,Aliado,696,0.1363,Automática,Activo,0,26,M,2,Universitario,Estudiante,800000.0,441.0,False,0,Android,17.0,188.23529411764707,0.011890092841351436
CR000293,CL00265,2025-06-05,Crédito libre inversión,900000,9,0.0189,110000,App,789,0.1068,Automática,Mora moderada,1,33,F,4,Universitario,Desempleado,1030000.0,516.0,False,0,Android,12.0,136.91666666666666,0.9237228038387703
CR000294,CL00265,2024-09-07,Crédito consumo digital,450000,6,0.0297,83000,App,760,0.0806,Automática,Finalizado,0,33,F,4,Universitario,Desempleado,1030000.0,516.0,False,0,Android,12.0,136.91666666666666,0.009560589314855969
CR000295,CL00266,2026-01-01,Microcrédito,6900000,12,0.0359,718000,App,881,0.136,Automática,Activo,0,24,M,3,Universitario,Microempresario,5280000.0,686.0,True,1,iOS,6.0,267.5,0.0037589470628662416
CR000296,CL00268,2025-12-13,Crédito consumo digital,950000,9,0.0251,119000,App,811,0.0569,Automática,Activo,0,22,M,3,Bachiller,Independiente,2090000.0,620.0,False,3,iOS,13.0,151.07692307692307,0.007841211009745571
CR000297,CL00268,2025-11-18,Microcrédito,1300000,12,0.028,129000,App,900,0.0617,Automática,Activo,0,22,M,3,Bachiller,Independiente,2090000.0,620.0,False,3,iOS,13.0,151.07692307692307,0.0049300428944883444
CR000298,CL00271,2024-12-20,Microcrédito,3650000,3,0.042,1320000,Aliado,782,0.6502,Excepción,Finalizado,0,50,F,4,Bachiller,Conductor/Repartidor,2030000.0,596.0,False,1,iOS,4.0,89.75,0.01333730610572953
CR000299,CL00272,2025-05-29,Crédito consumo digital,1800000,12,0.0207,171000,Aliado,844,0.0834,Automática,Mora moderada,1,22,M,1,Técnico/Tecnólogo,Empleado,2050000.0,603.0,False,0,Android,,,0.9369529759053796
CR000300,CL00273,2024-05-23,Crédito consumo digital,1150000,12,0.0334,118000,Web,900,0.0393,Automática,Finalizado,0,48,M,2,Posgrado,Comerciante,3000000.0,672.0,False,3,iOS,,,0.010589607394334143
CR000301,CL00274,2025-08-25,Crédito libre inversión,3350000,9,0.0239,418000,App,900,0.1263,Automática,Activo,0,36,F,3,Universitario,Conductor/Repartidor,3310000.0,654.0,False,0,Android,,,0.008396283772567582
CR000302,CL00276,2025-06-13,Crédito libre inversión,800000,6,0.0187,142000,Aliado,604,0.1303,Manual,Mora moderada,1,41,M,2,Bachiller,Estudiante,1090000.0,387.0,True,0,Android,4.0,349.0,0.8574884673350894
CR000303,CL00277,2025-10-08,Avance de nómina,400000,18,0.0231,27000,App,798,0.0175,Automática,Activo,0,38,F,4,Bachiller,Estudiante,1540000.0,542.0,True,3,iOS,,,0.00960307108845205
CR000304,CL00278,2025-10-08,Crédito libre inversión,11000000,18,0.0274,782000,App,887,0.2327,Automática,Activo,0,30,F,3,Sin información,Empleado,3360000.0,577.0,False,2,Android,2.0,194.0,0.015827676458463072
CR000305,CL00278,2025-08-19,Crédito consumo digital,850000,9,0.0256,107000,Aliado,861,0.0318,Automática,Activo,0,30,F,3,Sin información,Empleado,3360000.0,577.0,False,2,Android,2.0,194.0,0.006389161255865942
CR000306,CL00279,2024-07-24,Crédito libre inversión,8200000,12,0.029,819000,App,900,0.2834,Automática,Mora severa,1,37,M,3,Bachiller,Comerciante,2890000.0,630.0,True,1,Android,9.0,191.55555555555557,0.9858901863898359
CR000307,CL00280,2026-01-19,Crédito libre inversión,19300000,6,0.0242,3494000,Web,900,0.5718,Excepción,Mora moderada,1,32,M,3,Bachiller,Empleado,6110000.0,703.0,False,2,iOS,2.0,90.5,0.9511549788682007
CR000308,CL00281,2024-02-07,Microcrédito,4450000,6,0.0415,853000,Aliado,885,0.2666,Automática,Mora severa,1,37,M,3,Bachiller,Independiente,3200000.0,687.0,False,2,Android,8.0,146.0,0.9476609787171244
CR000309,CL00281,2024-07-08,Avance de nómina,900000,6,0.0249,163000,Call center,900,0.0509,Automática,Finalizado,0,37,M,3,Bachiller,Independiente,3200000.0,687.0,False,2,Android,8.0,146.0,0.019287439451882323
CR000310,CL00282,2025-12-21,Crédito consumo digital,1400000,6,0.0352,263000,Call center,863,0.0933,Automática,Activo,0,43,F,3,Universitario,Empleado,2820000.0,638.0,False,1,iOS,3.0,137.0,0.0066798585863517956
CR000311,CL00283,2025-08-10,Crédito libre inversión,4150000,24,0.0327,252000,App,900,0.0773,Automática,Activo,0,52,M,4,Bachiller,Empleado,3260000.0,668.0,True,1,Web,4.0,116.5,0.013835855853660513
CR000312,CL00284,2024-10-26,Crédito consumo digital,1000000,9,0.0323,130000,Aliado,828,0.0546,Automática,Finalizado,0,24,M,4,Bachiller,Microempresario,2380000.0,592.0,False,2,Android,3.0,84.33333333333333,0.023702861499362734
CR000313,CL00285,2023-09-01,Avance de nómina,2750000,9,0.0216,340000,Aliado,900,0.053,Automática,Finalizado,0,57,F,6,Bachiller,Empleado,6420000.0,797.0,True,3,iOS,8.0,110.5,0.006913731355707032
CR000314,CL00285,2024-10-03,Crédito libre inversión,8350000,12,0.0249,813000,App,900,0.1266,Automática,Finalizado,0,57,F,6,Bachiller,Empleado,6420000.0,797.0,True,3,iOS,8.0,110.5,0.008034277862197084
CR000315,CL00286,2025-08-15,Microcrédito,3200000,6,0.0265,584000,Aliado,616,0.1915,Manual,Mora moderada,1,19,F,3,Técnico/Tecnólogo,Independiente,3050000.0,588.0,False,2,Android,9.0,134.55555555555554,0.880878498824152
CR000316,CL00286,2026-02-06,Crédito consumo digital,2150000,12,0.0204,204000,Aliado,670,0.0669,Automática,Activo,0,19,F,3,Técnico/Tecnólogo,Independiente,3050000.0,588.0,False,2,Android,9.0,134.55555555555554,0.01407599960795967
CR000317,CL00287,2025-09-10,Microcrédito,2500000,9,0.0292,320000,App,900,0.1049,Automática,Activo,0,34,F,3,Bachiller,Empleado,3050000.0,613.0,True,0,iOS,4.0,145.0,0.006096710231002087
CR000318,CL00288,2024-09-30,Crédito libre inversión,2250000,9,0.0206,276000,Web,817,0.1015,Automática,Finalizado,0,42,F,3,Universitario,Empleado,2720000.0,560.0,False,1,Android,11.0,164.9090909090909,0.007414547397092413
CR000319,CL00288,2025-06-24,Crédito consumo digital,1050000,24,0.021,56000,Aliado,805,0.0206,Automática,Mora moderada,1,42,F,3,Universitario,Empleado,2720000.0,560.0,False,1,Android,11.0,164.9090909090909,0.9061745184510566
CR000320,CL00289,2025-09-05,Crédito consumo digital,650000,9,0.0354,86000,Aliado,367,0.1012,Excepción,Activo,0,39,M,4,Posgrado,Desempleado,850000.0,588.0,False,0,Android,6.0,112.83333333333331,0.05137567537239064
CR000321,CL00289,2024-09-03,Crédito consumo digital,250000,12,0.0317,25000,App,506,0.0294,Excepción,Finalizado,0,39,M,4,Posgrado,Desempleado,850000.0,588.0,False,0,Android,6.0,112.83333333333331,0.05164621105828986
CR000322,CL00290,2024-11-20,Crédito consumo digital,800000,3,0.0334,285000,App,761,0.1109,Automática,Finalizado,0,30,M,2,Técnico/Tecnólogo,Conductor/Repartidor,2570000.0,420.0,False,0,iOS,4.0,176.25,0.014705130039404166
CR000323,CL00291,2024-06-30,Crédito consumo digital,3100000,12,0.0296,311000,Web,900,0.0816,Automática,Mora moderada,1,34,F,3,Bachiller,Independiente,3810000.0,599.0,False,0,iOS,4.0,238.75,0.8866240282914362
CR000324,CL00292,2024-03-16,Microcrédito,4100000,3,0.0265,1440000,Call center,900,0.2222,Automática,Finalizado,0,31,F,3,Técnico/Tecnólogo,Empleado,6480000.0,742.0,False,2,iOS,8.0,84.0,0.0061450975929766135
CR000325,CL00292,2024-04-10,Crédito consumo digital,4450000,6,0.0329,829000,App,900,0.1279,Automática,Finalizado,0,31,F,3,Técnico/Tecnólogo,Empleado,6480000.0,742.0,False,2,iOS,8.0,84.0,0.007770265664214134
CR000326,CL00293,2025-07-11,Crédito libre inversión,7000000,9,0.0283,892000,Call center,900,0.1306,Automática,Finalizado,0,30,F,3,Técnico/Tecnólogo,Microempresario,6830000.0,758.0,True,1,Android,,,0.019212198630156534
CR000327,CL00294,2024-07-09,Microcrédito,1700000,12,0.0265,167000,App,889,1.2,Automática,Mora severa,1,44,M,4,Bachiller,Independiente,2350000.0,529.0,False,0,Android,5.0,118.6,0.9931692715611777
CR000328,CL00294,2025-04-19,Microcrédito,2650000,6,0.0278,486000,App,754,0.2068,Automática,Finalizado,0,44,M,4,Bachiller,Independiente,2350000.0,529.0,False,0,Android,5.0,118.6,0.014092654324335839
CR000329,CL00295,2025-11-15,Microcrédito,1250000,6,0.0447,242000,App,764,0.1192,Automática,Activo,0,40,M,2,Técnico/Tecnólogo,Empleado,2030000.0,508.0,False,1,iOS,11.0,167.0,0.00500713095089736
CR000330,CL00295,2024-05-01,Microcrédito,1650000,12,0.0279,164000,App,778,0.0808,Automática,Finalizado,0,40,M,2,Técnico/Tecnólogo,Empleado,2030000.0,508.0,False,1,iOS,11.0,167.0,0.00789200319682226
CR000331,CL00296,2025-09-27,Microcrédito,5800000,18,0.035,440000,Web,900,0.0837,Automática,Activo,0,29,M,4,Técnico/Tecnólogo,Empleado,5260000.0,664.0,False,3,Android,,,0.00642413138099024
CR000332,CL00297,2025-08-20,Crédito consumo digital,2250000,24,0.0313,135000,App,885,0.0255,Automática,Activo,0,45,F,4,Técnico/Tecnólogo,Empleado,5300000.0,664.0,False,0,Android,,,0.008658587926414005
CR000333,CL00298,2023-10-23,Crédito libre inversión,3450000,12,0.0241,335000,App,886,0.0985,Automática,Mora severa,1,39,M,3,Universitario,Conductor/Repartidor,3400000.0,559.0,True,1,iOS,,,0.964443841877898
CR000334,CL00299,2025-11-20,Microcrédito,2500000,18,0.0354,190000,App,687,0.0617,Automática,Activo,0,44,F,4,Bachiller,Comerciante,3080000.0,588.0,True,2,Android,4.0,74.0,0.02671337030517222
CR000335,CL00300,2026-02-26,Crédito consumo digital,1300000,12,0.0347,134000,App,862,0.0565,Automática,Activo,0,42,F,1,Técnico/Tecnólogo,Microempresario,2370000.0,635.0,False,2,Android,10.0,211.7,0.0037077663327692275
CR000336,CL00301,2026-01-04,Crédito consumo digital,1550000,6,0.0359,292000,Web,543,0.0859,Manual,Activo,0,28,F,2,Sin información,Empleado,3400000.0,588.0,True,1,iOS,7.0,254.57142857142856,0.0062148844970699195
CR000337,CL00305,2025-06-15,Crédito libre inversión,3750000,6,0.023,676000,App,804,0.2339,Automática,Finalizado,0,36,M,2,Técnico/Tecnólogo,Empleado,2890000.0,652.0,False,1,Android,18.0,174.33333333333334,0.01082082306637558
CR000338,CL00305,2025-06-26,Crédito consumo digital,3900000,3,0.095,1355000,App,885,0.4689,Manual,Mora moderada,1,36,M,2,Técnico/Tecnólogo,Empleado,2890000.0,652.0,False,1,Android,18.0,174.33333333333334,0.7670099073613228
CR000339,CL00306,2025-03-11,Crédito consumo digital,1000000,3,0.0377,359000,Web,878,0.1397,Automática,Finalizado,0,37,F,1,Técnico/Tecnólogo,Empleado,2570000.0,511.0,False,1,Android,5.0,104.4,0.0075269355606815995
CR000340,CL00307,2025-10-12,Microcrédito,3200000,12,0.0373,336000,App,766,0.1028,Automática,Activo,0,49,M,1,Posgrado,Empleado,3270000.0,641.0,False,1,Web,4.0,142.0,0.006007230336393445
CR000341,CL00308,2025-10-06,Crédito consumo digital,450000,24,0.0321,27000,Aliado,776,0.0173,Automática,Mora severa,1,30,F,1,Sin información,Empleado,1560000.0,522.0,False,3,iOS,4.0,127.25,0.9726064923127237
CR000342,CL00308,2026-02-15,Microcrédito,850000,6,0.044,164000,App,827,0.1051,Automática,Activo,0,30,F,1,Sin información,Empleado,1560000.0,522.0,False,3,iOS,4.0,127.25,0.004424655160188439
CR000343,CL00308,2025-09-11,Crédito consumo digital,500000,3,0.0381,180000,Web,837,0.1154,Automática,Finalizado,0,30,F,1,Sin información,Empleado,1560000.0,522.0,False,3,iOS,4.0,127.25,0.007413316262929376
CR000344,CL00309,2026-02-02,Microcrédito,4900000,3,0.0277,1725000,Web,742,0.4345,Manual,Activo,0,41,F,3,Bachiller,Empleado,3970000.0,565.0,False,0,Android,8.0,152.5,0.003082239551744778
CR000345,CL00310,2026-03-27,Crédito consumo digital,800000,3,0.0216,278000,Aliado,750,0.1917,Automática,Activo,0,34,M,4,Bachiller,Independiente,1450000.0,501.0,False,0,iOS,23.0,159.3913043478261,0.005903790219506702
CR000346,CL00312,2025-03-04,Crédito libre inversión,3300000,6,0.0338,617000,Aliado,900,0.2742,Automática,Mora moderada,1,47,M,4,Bachiller,Empleado,2250000.0,611.0,True,0,Android,11.0,97.8181818181818,0.9315779287657512
CR000347,CL00312,2025-09-27,Crédito libre inversión,2300000,12,0.018,215000,App,853,0.0956,Automática,Activo,0,47,M,4,Bachiller,Empleado,2250000.0,611.0,True,0,Android,11.0,97.8181818181818,0.014031034563807873
CR000348,CL00313,2025-09-06,Crédito consumo digital,800000,6,0.0261,146000,App,886,0.0954,Automática,Finalizado,0,44,F,1,Técnico/Tecnólogo,Pensionado,1530000.0,601.0,False,0,Android,,,0.005916456241643905
CR000349,CL00314,2025-02-25,Crédito libre inversión,6000000,18,0.0329,447000,Web,900,0.1077,Automática,Mora moderada,1,44,F,4,Universitario,Conductor/Repartidor,4150000.0,675.0,False,1,Web,24.0,123.79166666666669,0.9054952894448776
CR000350,CL00314,2026-03-07,Crédito libre inversión,6400000,18,0.0318,473000,App,900,0.114,Automática,Activo,0,44,F,4,Universitario,Conductor/Repartidor,4150000.0,675.0,False,1,Web,24.0,123.79166666666669,0.006336243525962872
CR000351,CL00317,2025-10-13,Avance de nómina,2850000,6,0.0232,514000,App,900,0.1346,Automática,Mora moderada,1,43,M,4,Bachiller,Independiente,3820000.0,571.0,False,0,Android,4.0,126.25,0.9465825123255392
CR000352,CL00318,2023-09-26,Crédito consumo digital,4150000,6,0.0214,744000,App,858,0.1679,Automática,Finalizado,0,33,M,2,Universitario,Microempresario,4430000.0,633.0,False,1,Web,1.0,75.0,0.020503402996897815
CR000353,CL00319,2025-06-12,Microcrédito,1200000,24,0.0339,74000,App,832,0.0404,Automática,Activo,0,39,M,3,Bachiller,Independiente,1830000.0,559.0,False,1,iOS,16.0,112.25,0.009530982456631015
CR000354,CL00319,2025-05-28,Crédito consumo digital,850000,9,0.0249,107000,Web,791,0.0585,Automática,Finalizado,0,39,M,3,Bachiller,Independiente,1830000.0,559.0,False,1,iOS,16.0,112.25,0.013188568169984956
CR000355,CL00320,2025-10-03,Crédito consumo digital,3300000,9,0.0381,440000,Web,900,0.0743,Automática,Activo,0,35,F,3,Técnico/Tecnólogo,Empleado,5920000.0,713.0,True,2,Android,8.0,150.5,0.005655321308087526
CR000356,CL00321,2025-10-01,Crédito consumo digital,1550000,6,0.0317,288000,Aliado,900,0.0567,Automática,Finalizado,0,37,M,2,Universitario,Empleado,5080000.0,714.0,False,1,Android,28.0,147.17857142857142,0.004741158392572603
CR000357,CL00321,2025-08-05,Crédito libre inversión,5600000,3,0.0276,1971000,App,900,0.388,Manual,Finalizado,0,37,M,2,Universitario,Empleado,5080000.0,714.0,False,1,Android,28.0,147.17857142857142,0.0018734365929370736
CR000358,CL00322,2025-12-14,Crédito consumo digital,3750000,12,0.0336,385000,Web,767,0.1546,Automática,Activo,0,42,F,3,Universitario,Empleado,2490000.0,564.0,True,0,iOS,14.0,161.0,0.006516039086544046
CR000359,CL00322,2026-03-08,Microcrédito,3450000,3,0.0415,1247000,App,792,0.5008,Manual,Activo,0,42,F,3,Universitario,Empleado,2490000.0,564.0,True,0,iOS,14.0,161.0,0.0014541409041125772
CR000360,CL00323,2024-09-29,Crédito libre inversión,8050000,6,0.0207,1440000,App,750,0.5333,Manual,Finalizado,0,28,F,3,Universitario,Conductor/Repartidor,2700000.0,616.0,True,0,iOS,1.0,466.0,0.001520594415497263
CR000361,CL00324,2025-07-01,Microcrédito,2500000,3,0.0358,894000,Aliado,900,0.3679,Manual,Finalizado,0,57,M,3,Bachiller,Comerciante,2430000.0,663.0,False,0,Web,,,0.0040538568728377055
