cliente_id,fecha_registro,departamento,ciudad,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,canal_adquisicion,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,email_hash
CL00353,2023-01-26,Antioquia,Medellín,45,F,4,Bachiller,Empleado,10000000.0,Campaña digital,826.0,True,2,Android,hash_114260
CL00354,2025-09-14,Bogotá D.C.,Bogotá,34,F,3,Bachiller,Independiente,2860000.0,App orgánico,631.0,True,3,Android,hash_411896
CL00355,2024-12-30,Bogotá D.C.,Bogotá,36,M,3,Universitario,Empleado,1950000.0,App orgánico,646.0,False,0,iOS,hash_760601
CL00356,2023-11-23,Bogotá D.C.,Bogotá,26,F,4,Sin información,Comerciante,2040000.0,Referido,545.0,False,1,iOS,hash_759510
CL00357,2023-03-03,Cundinamarca,Soacha,36,M,2,Técnico/Tecnólogo,Conductor/Repartidor,1270000.0,Campaña digital,434.0,False,0,iOS,hash_986146
CL00358,2024-01-15,Bogotá D.C.,Bogotá,33,M,3,Universitario,Empleado,3400000.0,Call center,598.0,False,3,iOS,hash_196748
CL00359,2024-10-22,Antioquia,Medellín,39,F,4,Técnico/Tecnólogo,Comerciante,2880000.0,Call center,650.0,True,2,Android,hash_373280
CL00360,2023-01-31,Antioquia,Medellín,28,F,3,Técnico/Tecnólogo,Empleado,3440000.0,Campaña digital,565.0,False,0,iOS,hash_417545
CL00361,2024-12-09,Atlántico,Barranquilla,41,M,2,Técnico/Tecnólogo,Conductor/Repartidor,3180000.0,App orgánico,664.0,False,3,Android,hash_546880
CL00362,2024-10-05,Cundinamarca,Soacha,51,M,4,Universitario,Conductor/Repartidor,1780000.0,Referido,479.0,False,4,Android,hash_726776
CL00363,2024-01-12,Bogotá D.C.,Bogotá,35,M,3,Técnico/Tecnólogo,Microempresario,3480000.0,App orgánico,661.0,False,1,Android,hash_707871
CL00364,2025-01-05,Cundinamarca,Soacha,40,M,3,Sin información,Conductor/Repartidor,2590000.0,App orgánico,530.0,False,0,Android,hash_373363
CL00365,2024-04-24,Atlántico,Barranquilla,43,F,2,Universitario,Conductor/Repartidor,1210000.0,Campaña digital,479.0,False,2,Android,hash_499130
CL00366,2025-07-01,Valle del Cauca,Cali,32,F,2,Posgrado,Comerciante,2640000.0,Campaña digital,662.0,False,0,Web,hash_865372
CL00367,2024-03-02,Antioquia,Medellín,38,M,3,Sin información,Empleado,2290000.0,Referido,564.0,False,0,Android,hash_205509
CL00368,2024-07-29,Cundinamarca,Soacha,36,F,2,Universitario,Comerciante,2050000.0,Call center,588.0,False,3,Android,hash_139080
CL00369,2024-01-30,Bolívar,Cartagena,37,M,3,Universitario,Empleado,2210000.0,Campaña digital,569.0,False,0,Web,hash_593197
CL00370,2024-10-05,Norte de Santander,Cúcuta,28,M,1,Bachiller,Pensionado,1660000.0,Referido,450.0,True,2,Android,hash_164373
CL00371,2025-05-06,Bogotá D.C.,Bogotá,36,F,3,Universitario,Empleado,4190000.0,App orgánico,588.0,False,2,iOS,hash_892644
CL00372,2023-07-24,Valle del Cauca,Cali,41,F,2,Universitario,Empleado,4380000.0,App orgánico,707.0,True,4,Web,hash_760899
CL00373,2025-08-11,Atlántico,Barranquilla,51,M,5,Universitario,Conductor/Repartidor,3000000.0,Campaña digital,671.0,True,0,Android,hash_937056
CL00374,2024-01-05,Atlántico,Barranquilla,46,F,1,Universitario,Conductor/Repartidor,1780000.0,Referido,588.0,False,4,iOS,hash_910586
CL00375,2023-03-25,Atlántico,Barranquilla,58,F,4,Técnico/Tecnólogo,Conductor/Repartidor,2320000.0,App orgánico,603.0,False,0,Web,hash_576186
CL00376,2023-03-12,Santander,Bucaramanga,28,M,3,Sin información,Empleado,3010000.0,App orgánico,566.0,False,2,Android,hash_527195
CL00377,2024-12-14,Valle del Cauca,Cali,45,M,1,Bachiller,Empleado,2900000.0,Campaña digital,603.0,True,2,Android,hash_151999
CL00378,2024-10-02,Antioquia,Medellín,38,M,1,Técnico/Tecnólogo,Independiente,1730000.0,Campaña digital,471.0,False,2,Android,hash_657647
CL00379,2024-08-10,Atlántico,Barranquilla,58,M,2,Universitario,Empleado,3770000.0,Aliado comercial,731.0,False,1,Android,hash_129717
CL00380,2025-09-05,Bogotá D.C.,Bogotá,28,F,2,Bachiller,Empleado,2730000.0,Aliado comercial,573.0,True,3,Android,hash_691058
CL00381,2023-03-01,Cundinamarca,Soacha,28,F,3,Universitario,Independiente,1520000.0,Campaña digital,503.0,True,3,Android,hash_881675
CL00382,2025-03-02,Bogotá D.C.,Bogotá,30,F,4,Universitario,Empleado,7150000.0,Aliado comercial,730.0,True,0,Android,hash_611984
CL00383,2023-08-07,Atlántico,Barranquilla,19,M,3,Sin información,Independiente,3770000.0,Campaña digital,500.0,False,1,Android,hash_272905
CL00384,2025-12-27,Valle del Cauca,Cali,31,F,5,Bachiller,Microempresario,4250000.0,Aliado comercial,611.0,True,1,Android,hash_933410
CL00385,2023-08-07,Atlántico,Barranquilla,28,M,2,Posgrado,Conductor/Repartidor,2120000.0,App orgánico,565.0,False,0,iOS,hash_951112
CL00386,2024-02-15,Antioquia,Medellín,38,M,4,Técnico/Tecnólogo,Conductor/Repartidor,2590000.0,Campaña digital,473.0,False,1,Android,hash_575881
CL00387,2025-09-08,Bogotá D.C.,Bogotá,39,M,2,Universitario,Comerciante,2570000.0,Campaña digital,469.0,False,2,iOS,hash_385916
CL00388,2024-09-25,Santander,Bucaramanga,55,F,3,Universitario,Independiente,5410000.0,App orgánico,616.0,False,0,Android,hash_550415
CL00389,2025-01-05,Cundinamarca,Soacha,46,No informa,1,Técnico/Tecnólogo,Empleado,2140000.0,Referido,670.0,False,0,iOS,hash_987766
CL00390,2024-05-27,Cundinamarca,Soacha,30,M,6,Posgrado,Empleado,4950000.0,Referido,702.0,False,0,Android,hash_834303
CL00391,2024-12-21,Risaralda,Pereira,27,M,3,Bachiller,Independiente,1920000.0,Referido,568.0,False,2,Android,hash_641428
CL00392,2023-08-03,Risaralda,Pereira,41,F,4,Bachiller,Empleado,4280000.0,Referido,761.0,False,3,Android,hash_200591
CL00393,2025-08-16,Santander,Bucaramanga,23,No informa,2,Universitario,Estudiante,730000.0,Campaña digital,433.0,False,0,Android,hash_882702
CL00394,2024-09-30,Bogotá D.C.,Bogotá,54,F,3,Universitario,Estudiante,1700000.0,Campaña digital,585.0,True,4,iOS,hash_519627
CL00395,2023-05-10,Bogotá D.C.,Bogotá,48,F,1,Bachiller,Empleado,3110000.0,App orgánico,593.0,True,3,Android,hash_806376
CL00396,2025-10-22,Bolívar,Cartagena,31,F,3,Técnico/Tecnólogo,Conductor/Repartidor,1870000.0,Campaña digital,488.0,False,3,Android,hash_510887
CL00397,2025-07-11,Cundinamarca,Soacha,19,F,2,Bachiller,Comerciante,1800000.0,Referido,453.0,False,0,iOS,hash_216585
CL00398,2025-04-20,Antioquia,Medellín,50,F,1,Universitario,Desempleado,450000.0,App orgánico,465.0,False,1,Android,hash_299330
CL00399,2024-09-16,Valle del Cauca,Cali,35,M,2,Técnico/Tecnólogo,Independiente,1750000.0,Aliado comercial,588.0,False,1,Android,hash_427597
CL00400,2024-10-05,Bogotá D.C.,Bogotá,48,M,4,Bachiller,Empleado,2080000.0,App orgánico,701.0,False,1,Web,hash_751712
CL00401,2024-05-24,Bogotá D.C.,Bogotá,20,F,3,Posgrado,Empleado,2280000.0,App orgánico,555.0,True,0,Web,hash_332459
CL00402,2025-10-27,Santander,Bucaramanga,30,M,2,Universitario,Microempresario,3710000.0,App orgánico,548.0,False,0,Web,hash_992008
CL00403,2023-01-18,Bogotá D.C.,Bogotá,36,F,4,Universitario,Empleado,2840000.0,Campaña digital,585.0,False,0,Android,hash_794025
CL00404,2025-04-04,Antioquia,Medellín,36,M,2,Técnico/Tecnólogo,Independiente,1920000.0,Campaña digital,524.0,False,3,Android,hash_989589
CL00405,2023-05-08,Cundinamarca,Soacha,31,M,3,Técnico/Tecnólogo,Independiente,2570000.0,Campaña digital,604.0,True,0,iOS,hash_329707
CL00406,2023-04-09,Antioquia,Medellín,42,F,4,Universitario,Empleado,2300000.0,Campaña digital,643.0,True,2,Android,hash_367885
CL00407,2024-12-08,Antioquia,Medellín,25,M,3,Sin información,Empleado,2490000.0,Campaña digital,548.0,False,0,Android,hash_904253
CL00408,2025-05-08,Bogotá D.C.,Bogotá,35,M,4,Técnico/Tecnólogo,Pensionado,3220000.0,Aliado comercial,588.0,True,0,Android,hash_243452
CL00409,2024-04-15,Valle del Cauca,Cali,37,M,1,Universitario,Empleado,3170000.0,App orgánico,660.0,True,2,Android,hash_733018
CL00410,2024-06-18,Valle del Cauca,Cali,41,F,1,Universitario,Microempresario,3190000.0,Call center,546.0,True,1,Android,hash_491342
CL00411,2025-04-14,Bogotá D.C.,Bogotá,43,F,4,Bachiller,Empleado,6140000.0,Campaña digital,816.0,True,0,iOS,hash_280564
CL00412,2025-09-21,Bogotá D.C.,Bogotá,25,F,2,Bachiller,Microempresario,1880000.0,App orgánico,545.0,False,0,Android,hash_750101
CL00413,2023-08-03,Antioquia,Medellín,21,F,2,Sin información,Comerciante,1950000.0,App orgánico,530.0,False,2,Android,hash_380064
CL00414,2024-12-04,Bogotá D.C.,Bogotá,49,M,2,Técnico/Tecnólogo,Empleado,3260000.0,Campaña digital,588.0,False,0,Android,hash_114633
CL00415,2024-01-13,Tolima,Ibagué,39,M,2,Sin información,Microempresario,2380000.0,Aliado comercial,513.0,False,0,Android,hash_735462
CL00416,2023-01-24,Risaralda,Pereira,29,F,1,Bachiller,Comerciante,3950000.0,App orgánico,610.0,True,2,iOS,hash_687069
CL00417,2023-08-15,Antioquia,Medellín,52,M,2,Técnico/Tecnólogo,Comerciante,3300000.0,Aliado comercial,634.0,True,4,Android,hash_445215
CL00418,2024-10-18,Bogotá D.C.,Bogotá,37,F,3,Universitario,Independiente,3480000.0,Campaña digital,530.0,False,0,Android,hash_395625
CL00419,2023-05-13,Norte de Santander,Cúcuta,48,M,2,Posgrado,Comerciante,1650000.0,Referido,584.0,False,3,Android,hash_682393
CL00420,2023-01-24,Santander,Bucaramanga,37,M,3,Posgrado,Estudiante,2000000.0,Aliado comercial,520.0,False,2,Android,hash_171468
CL00421,2024-12-02,Risaralda,Pereira,57,M,3,Universitario,Empleado,2610000.0,Call center,611.0,False,3,Web,hash_834459
CL00422,2025-01-04,Antioquia,Medellín,54,F,4,Técnico/Tecnólogo,Microempresario,4120000.0,Campaña digital,765.0,True,2,iOS,hash_222772
CL00423,2025-08-04,Cundinamarca,Soacha,34,M,4,Técnico/Tecnólogo,Independiente,4440000.0,Call center,692.0,False,1,iOS,hash_291082
CL00424,2025-05-10,Bogotá D.C.,Bogotá,46,M,1,Posgrado,Empleado,2710000.0,Referido,582.0,False,1,Android,hash_941464
CL00425,2024-09-26,Cundinamarca,Soacha,42,M,2,Sin información,Empleado,3900000.0,Aliado comercial,480.0,False,0,Android,hash_250494
CL00426,2023-07-16,Antioquia,Medellín,50,M,3,Técnico/Tecnólogo,Conductor/Repartidor,1540000.0,Campaña digital,524.0,True,2,iOS,hash_645501
CL00427,2025-05-28,Atlántico,Barranquilla,26,M,3,Bachiller,Comerciante,2650000.0,Call center,473.0,False,2,iOS,hash_655877
CL00428,2025-01-11,Antioquia,Medellín,43,M,4,Técnico/Tecnólogo,Empleado,2170000.0,Referido,588.0,True,0,Android,hash_966262
CL00429,2023-08-30,Bogotá D.C.,Bogotá,47,M,2,Bachiller,Independiente,1940000.0,Campaña digital,588.0,True,0,Android,hash_588633
CL00430,2026-01-10,Antioquia,Medellín,19,F,6,Bachiller,Empleado,3430000.0,Campaña digital,630.0,False,0,Android,hash_818590
CL00431,2023-11-20,Santander,Bucaramanga,24,F,2,Universitario,Independiente,2690000.0,App orgánico,491.0,False,0,Android,hash_722673
CL00432,2023-02-06,Santander,Bucaramanga,19,M,3,Bachiller,Empleado,3950000.0,Aliado comercial,610.0,True,2,Android,hash_528583
CL00433,2025-08-19,Bogotá D.C.,Bogotá,33,M,6,Sin información,Microempresario,4480000.0,App orgánico,624.0,True,0,Android,hash_533855
CL00434,2025-03-24,Norte de Santander,Cúcuta,43,F,1,Técnico/Tecnólogo,Conductor/Repartidor,2620000.0,App orgánico,588.0,False,0,Android,hash_171524
CL00435,2023-04-27,Bogotá D.C.,Bogotá,51,M,2,Sin información,Independiente,2580000.0,Aliado comercial,572.0,True,1,Android,hash_686400
CL00436,2023-05-27,Bogotá D.C.,Bogotá,37,M,2,Universitario,Empleado,1830000.0,Aliado comercial,505.0,True,1,Web,hash_437232
CL00437,2025-01-05,Bogotá D.C.,Bogotá,52,M,3,Sin información,Comerciante,1960000.0,Referido,662.0,False,1,Android,hash_205940
CL00438,2024-08-06,Santander,Bucaramanga,22,M,3,Universitario,Empleado,3480000.0,Aliado comercial,709.0,True,1,iOS,hash_424792
CL00439,2024-09-22,Bogotá D.C.,Bogotá,19,M,2,Universitario,Empleado,3890000.0,Referido,624.0,False,2,Android,hash_881707
CL00440,2025-04-25,Bogotá D.C.,Bogotá,35,F,5,Universitario,Desempleado,830000.0,App orgánico,520.0,False,2,iOS,hash_616404
CL00441,2025-07-08,Antioquia,Medellín,40,F,3,Bachiller,Desempleado,620000.0,Call center,548.0,False,0,Android,hash_925325
CL00442,2025-06-23,Cundinamarca,Soacha,36,F,3,Bachiller,Empleado,2650000.0,Referido,588.0,True,0,iOS,hash_957398
CL00443,2024-05-17,Norte de Santander,Cúcuta,19,F,3,Sin información,Conductor/Repartidor,3160000.0,Campaña digital,568.0,False,1,Android,hash_154645
CL00444,2025-02-27,Antioquia,Medellín,35,F,3,Técnico/Tecnólogo,Empleado,4020000.0,Campaña digital,676.0,True,2,iOS,hash_799438
CL00445,2024-09-22,Antioquia,Medellín,23,M,3,Bachiller,Independiente,2360000.0,App orgánico,604.0,True,4,Android,hash_556120
CL00446,2025-06-04,Caldas,Manizales,43,F,4,Técnico/Tecnólogo,Comerciante,2710000.0,App orgánico,686.0,False,1,Web,hash_973250
CL00447,2023-12-20,Cundinamarca,Soacha,40,F,3,Técnico/Tecnólogo,Microempresario,6220000.0,Campaña digital,815.0,False,1,Android,hash_978383
CL00448,2023-02-18,Bogotá D.C.,Bogotá,27,M,2,Técnico/Tecnólogo,Conductor/Repartidor,1730000.0,Referido,420.0,False,0,Android,hash_318220
CL00449,2025-06-25,Valle del Cauca,Cali,31,M,1,Sin información,Desempleado,670000.0,App orgánico,389.0,False,0,Android,hash_374383
CL00450,2025-02-22,Valle del Cauca,Cali,25,No informa,1,Posgrado,Comerciante,2790000.0,Referido,529.0,False,1,Android,hash_556566
CL00451,2023-04-08,Bogotá D.C.,Bogotá,35,F,2,Bachiller,Empleado,1750000.0,Referido,598.0,True,3,Android,hash_199280
CL00452,2023-05-24,Tolima,Ibagué,46,M,2,Técnico/Tecnólogo,Microempresario,2370000.0,App orgánico,545.0,False,2,Android,hash_371609
CL00453,2023-09-25,Cundinamarca,Soacha,26,M,4,Universitario,Conductor/Repartidor,3060000.0,Campaña digital,556.0,False,3,Android,hash_907856
CL00454,2024-10-30,Bogotá D.C.,Bogotá,41,M,2,Bachiller,Empleado,3280000.0,Campaña digital,574.0,False,0,Android,hash_958734
CL00455,2023-10-12,Atlántico,Barranquilla,31,M,3,Universitario,Independiente,2560000.0,Campaña digital,543.0,False,2,iOS,hash_770655
CL00456,2024-04-29,Bogotá D.C.,Bogotá,28,M,5,Técnico/Tecnólogo,Empleado,3490000.0,Campaña digital,681.0,True,2,Android,hash_742931
CL00457,2023-02-15,Bogotá D.C.,Bogotá,35,F,4,Bachiller,Microempresario,3770000.0,Campaña digital,602.0,False,3,Android,hash_354809
CL00458,2025-09-27,Bogotá D.C.,Bogotá,26,F,4,Universitario,Empleado,5270000.0,Campaña digital,661.0,False,1,iOS,hash_643028
CL00459,2025-07-25,Bogotá D.C.,Bogotá,30,F,5,Bachiller,Empleado,9110000.0,Campaña digital,850.0,True,0,iOS,hash_992135
CL00460,2026-01-07,Antioquia,Medellín,24,M,3,Bachiller,Empleado,2350000.0,App orgánico,623.0,True,1,iOS,hash_420589
CL00461,2025-05-26,Atlántico,Barranquilla,56,F,1,Bachiller,Empleado,1720000.0,Call center,631.0,True,0,iOS,hash_430057
CL00462,2025-02-23,Antioquia,Medellín,36,M,3,Bachiller,Independiente,2800000.0,Aliado comercial,660.0,False,0,Android,hash_861447
CL00463,2024-08-02,Tolima,Ibagué,29,F,3,Bachiller,Empleado,2710000.0,App orgánico,624.0,False,4,Android,hash_183721
CL00464,2025-12-06,Tolima,Ibagué,38,No informa,1,Técnico/Tecnólogo,Independiente,1710000.0,Campaña digital,636.0,True,1,Android,hash_596409
CL00465,2026-01-18,Cundinamarca,Soacha,35,F,1,Universitario,Comerciante,1620000.0,Campaña digital,588.0,False,0,Android,hash_351366
CL00466,2025-02-21,Tolima,Ibagué,34,M,1,Técnico/Tecnólogo,Empleado,1530000.0,App orgánico,443.0,False,2,Android,hash_174469
CL00467,2024-05-24,Bogotá D.C.,Bogotá,42,M,2,Bachiller,Independiente,1900000.0,Campaña digital,493.0,False,0,Web,hash_642740
CL00468,2025-01-15,Meta,Villavicencio,44,M,5,Posgrado,Empleado,5160000.0,Campaña digital,779.0,True,0,Android,hash_749014
CL00469,2024-01-23,Risaralda,Pereira,31,M,2,Universitario,Estudiante,1030000.0,Campaña digital,429.0,True,3,iOS,hash_790200
CL00470,2024-04-23,Cundinamarca,Soacha,30,No informa,3,Técnico/Tecnólogo,Empleado,2100000.0,App orgánico,591.0,True,2,Android,hash_412499
CL00471,2024-09-25,Bogotá D.C.,Bogotá,33,F,2,Universitario,Estudiante,910000.0,App orgánico,370.0,True,2,Web,hash_335603
CL00472,2024-06-02,Bogotá D.C.,Bogotá,19,M,2,Universitario,Independiente,2850000.0,Aliado comercial,590.0,True,1,Android,hash_831385
CL00473,2025-08-24,Meta,Villavicencio,21,F,4,Bachiller,Microempresario,2580000.0,Campaña digital,598.0,True,0,Android,hash_629896
CL00474,2025-07-04,Santander,Bucaramanga,50,M,3,Universitario,Comerciante,1790000.0,Campaña digital,548.0,True,2,Android,hash_103679
CL00475,2023-09-19,Cundinamarca,Soacha,52,M,2,Bachiller,Comerciante,2030000.0,Call center,521.0,False,1,Android,hash_982143
CL00476,2023-03-17,Tolima,Ibagué,34,M,3,Técnico/Tecnólogo,Independiente,5110000.0,App orgánico,616.0,True,2,Web,hash_234288
CL00477,2023-01-25,Bogotá D.C.,Bogotá,42,F,2,Técnico/Tecnólogo,Empleado,2570000.0,Referido,613.0,False,0,Web,hash_180636
CL00478,2024-01-03,Bogotá D.C.,Bogotá,39,F,2,Técnico/Tecnólogo,Empleado,2370000.0,Campaña digital,583.0,False,4,Android,hash_312628
CL00479,2024-10-02,Caldas,Manizales,67,M,3,Técnico/Tecnólogo,Empleado,3050000.0,Aliado comercial,650.0,False,0,Android,hash_572694
CL00480,2023-11-06,Antioquia,Medellín,47,M,5,Universitario,Empleado,2830000.0,Campaña digital,721.0,False,0,iOS,hash_723756
CL00481,2024-03-28,Tolima,Ibagué,35,M,4,Universitario,Empleado,3730000.0,Aliado comercial,559.0,False,0,Android,hash_610559
CL00482,2025-09-25,Risaralda,Pereira,26,M,3,Bachiller,Conductor/Repartidor,2990000.0,Campaña digital,628.0,False,0,Android,hash_168247
CL00483,2024-06-18,Norte de Santander,Cúcuta,20,M,3,Técnico/Tecnólogo,Empleado,5420000.0,Campaña digital,672.0,True,0,Android,hash_939232
CL00484,2023-06-23,Antioquia,Medellín,38,F,2,Técnico/Tecnólogo,Independiente,3020000.0,Referido,624.0,False,4,Web,hash_496907
CL00485,2023-09-16,Bogotá D.C.,Barranquila,28,M,2,Sin información,Independiente,2440000.0,App orgánico,584.0,False,1,Android,hash_865372
CL00486,2023-02-02,Valle del Cauca,Cali,22,M,2,Universitario,Comerciante,5720000.0,App orgánico,630.0,True,2,Android,hash_560221
CL00487,2024-07-16,Antioquia,Medellín,30,M,3,Universitario,Independiente,2370000.0,Referido,743.0,False,0,Android,hash_441115
CL00488,2023-09-07,Antioquia,Medellín,25,M,3,Posgrado,Estudiante,970000.0,App orgánico,552.0,False,0,Android,hash_888356
CL00489,2023-07-25,Bogotá D.C.,Bogotá,53,M,3,Técnico/Tecnólogo,Microempresario,5180000.0,App orgánico,840.0,False,1,Android,hash_492838
CL00490,2023-12-14,Santander,Bucaramanga,45,M,6,Sin información,Independiente,2800000.0,App orgánico,609.0,False,2,iOS,hash_210234
CL00491,2025-08-31,Cundinamarca,Soacha,36,F,2,Universitario,Independiente,870000.0,Referido,524.0,False,0,Android,hash_893981
CL00492,2023-08-09,Tolima,Ibagué,51,F,2,Bachiller,Empleado,4410000.0,Referido,684.0,False,3,iOS,hash_350476
CL00493,2023-04-24,Atlántico,Barranquilla,37,M,2,Técnico/Tecnólogo,Independiente,120000000.0,Aliado comercial,555.0,False,2,Android,hash_205474
CL00494,2023-11-25,Bolívar,Cartagena,27,F,1,Técnico/Tecnólogo,Empleado,1930000.0,Campaña digital,547.0,False,2,Android,hash_437109
CL00495,2023-05-12,Bogotá D.C.,Bogotá,51,M,3,Técnico/Tecnólogo,Empleado,2550000.0,Campaña digital,581.0,False,0,iOS,hash_434937
CL00496,2023-03-19,Bogotá D.C.,Bogotá,41,F,4,Técnico/Tecnólogo,Empleado,3420000.0,App orgánico,596.0,False,2,Android,hash_264164
CL00497,2023-09-28,Bogotá D.C.,Bogotá,26,M,2,Técnico/Tecnólogo,Empleado,5610000.0,App orgánico,680.0,False,0,Android,hash_103420
CL00498,2024-07-02,Valle del Cauca,Cali,34,F,4,Bachiller,Microempresario,6350000.0,Campaña digital,828.0,False,1,Android,hash_235669
CL00499,2023-03-07,Norte de Santander,Cúcuta,27,F,4,Bachiller,Estudiante,1360000.0,App orgánico,420.0,False,1,iOS,hash_208806
CL00500,2023-07-16,Antioquia,Medellín,22,F,2,Universitario,Empleado,1970000.0,Referido,614.0,False,2,Android,hash_759285
CL00501,2025-06-28,Valle del Cauca,Cali,45,M,3,Universitario,Desempleado,700000.0,Referido,528.0,False,1,Android,hash_566783
CL00502,2024-11-04,Bogotá D.C.,Bogotá,55,M,3,Universitario,Comerciante,4580000.0,App orgánico,633.0,False,2,iOS,hash_420692
CL00503,2024-11-05,Antioquia,Medellín,22,M,3,Universitario,Independiente,3170000.0,App orgánico,555.0,False,0,Android,hash_308920
CL00504,2023-07-26,Antioquia,Medellín,42,F,2,Universitario,Empleado,8510000.0,Referido,820.0,False,3,Android,hash_754539
CL00505,2023-10-13,Bogotá D.C.,Bogotá,29,F,3,Técnico/Tecnólogo,Empleado,4440000.0,Campaña digital,636.0,False,1,iOS,hash_664935
CL00506,2024-02-24,Cundinamarca,Soacha,31,M,2,Técnico/Tecnólogo,Comerciante,2620000.0,App orgánico,524.0,True,1,Android,hash_567119
CL00507,2025-03-17,Antioquia,Medellín,30,M,4,Universitario,Empleado,3270000.0,App orgánico,623.0,False,0,Android,hash_100015
CL00508,2025-04-27,Bogotá D.C.,Bogotá,27,M,1,Universitario,Microempresario,3130000.0,App orgánico,495.0,False,1,iOS,hash_676209
CL00509,2023-12-19,Tolima,Ibagué,36,F,3,Universitario,Empleado,5770000.0,App orgánico,743.0,True,0,Android,hash_427507
CL00510,2026-01-05,Bogotá D.C.,Bogotá,28,F,3,Posgrado,Comerciante,3190000.0,App orgánico,607.0,False,3,Android,hash_783550
CL00511,2024-08-18,Bogotá D.C.,Bogotá,39,M,3,Universitario,Comerciante,1570000.0,App orgánico,440.0,False,0,iOS,hash_744911
CL00512,2025-01-08,Norte de Santander,Cúcuta,35,F,5,Bachiller,Empleado,3550000.0,Campaña digital,700.0,False,3,Android,hash_169072
CL00513,2024-06-19,Bogotá D.C.,Bogotá,34,F,3,Posgrado,Independiente,1560000.0,Campaña digital,604.0,False,0,Android,hash_637717
CL00514,2025-08-09,Bogotá D.C.,Bogotá,27,M,3,Bachiller,Independiente,3310000.0,App orgánico,603.0,True,1,Android,hash_312650
CL00515,2024-08-17,Valle del Cauca,Cali,30,M,3,Bachiller,Empleado,2080000.0,App orgánico,598.0,True,1,Web,hash_987743
CL00516,2023-06-22,Santander,Bucaramanga,44,F,3,Universitario,Empleado,4490000.0,Campaña digital,656.0,False,0,Android,hash_879427
CL00517,2024-10-04,Antioquia,Medellín,41,F,3,Sin información,Empleado,2430000.0,App orgánico,587.0,False,2,Android,hash_160481
CL00518,2025-03-13,Bogotá D.C.,Bogotá,26,M,2,Bachiller,Comerciante,4210000.0,Campaña digital,610.0,False,1,Android,hash_106553
CL00519,2025-11-17,Norte de Santander,Cúcuta,37,F,4,Técnico/Tecnólogo,Independiente,2140000.0,Referido,583.0,False,2,Android,hash_855897
CL00520,2025-12-25,Meta,Villavicencio,44,F,2,Técnico/Tecnólogo,Independiente,1700000.0,Aliado comercial,550.0,False,0,iOS,hash_784880
CL00521,2023-02-01,Santander,Bucaramanga,19,F,5,Universitario,Empleado,6760000.0,App orgánico,750.0,True,0,iOS,hash_162508
CL00522,2024-04-28,Bogotá D.C.,Bogotá,41,M,1,Técnico/Tecnólogo,Estudiante,1000000.0,App orgánico,484.0,False,3,Android,hash_705599
CL00523,2025-11-18,Antioquia,Medellín,29,M,4,Bachiller,Comerciante,3170000.0,Campaña digital,587.0,True,0,Web,hash_242290
CL00524,2025-01-11,Cundinamarca,Soacha,42,M,2,Técnico/Tecnólogo,Microempresario,2470000.0,Campaña digital,604.0,True,0,Android,hash_219277
CL00525,2025-04-01,Valle del Cauca,Cali,28,M,5,Universitario,Conductor/Repartidor,3880000.0,Campaña digital,606.0,True,0,Android,hash_204405
CL00526,2024-10-24,Bogotá D.C.,Bogotá,19,M,2,Técnico/Tecnólogo,Empleado,1410000.0,App orgánico,587.0,False,1,Web,hash_733245
CL00527,2023-07-26,Atlántico,Barranquilla,20,M,2,Técnico/Tecnólogo,Independiente,1920000.0,Referido,531.0,False,0,Android,hash_621817
CL00528,2026-01-18,Bogotá D.C.,Bogotá,36,M,3,Técnico/Tecnólogo,Empleado,4620000.0,App orgánico,627.0,False,0,Android,hash_194835
CL00529,2024-06-27,Bolívar,Cartagena,39,F,2,Bachiller,Microempresario,1520000.0,Campaña digital,514.0,False,0,Android,hash_514725
CL00530,2025-04-11,Bogotá D.C.,Bogotá,27,M,2,Universitario,Empleado,3760000.0,App orgánico,647.0,True,1,Android,hash_462009
CL00531,2025-04-21,Bogotá D.C.,Bogotá,42,M,1,Universitario,Empleado,2110000.0,App orgánico,650.0,False,2,Android,hash_177123
CL00532,2025-02-21,Valle del Cauca,Cali,19,F,4,Bachiller,Independiente,1870000.0,Call center,626.0,False,0,Android,hash_775371
CL00533,2023-02-03,Atlántico,Barranquilla,35,F,2,Sin información,Desempleado,820000.0,Call center,486.0,False,0,Android,hash_741157
CL00534,2024-05-02,Bolívar,Cartagena,24,F,3,Universitario,Empleado,2590000.0,Referido,622.0,False,4,Android,hash_814618
CL00535,2025-12-02,Bogotá D.C.,Bogotá,29,M,1,Bachiller,Estudiante,700000.0,App orgánico,438.0,False,0,Android,hash_389068
CL00536,2023-04-07,Atlántico,Barranquilla,36,M,3,Técnico/Tecnólogo,Empleado,4010000.0,Call center,669.0,False,0,Android,hash_230509
CL00537,2023-02-05,Antioquia,Medellín,27,F,2,Universitario,Independiente,2680000.0,App orgánico,476.0,False,4,Android,hash_456043
CL00538,2023-08-11,Bogotá D.C.,Bogotá,32,F,2,Sin información,Independiente,3460000.0,Call center,642.0,False,1,Android,hash_651872
CL00539,2025-10-27,Santander,Bucaramanga,46,F,4,Sin información,Independiente,2620000.0,Aliado comercial,651.0,False,2,Android,hash_872411
