credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,riesgo_mora_30,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,total_eventos_pre,duracion_promedio_pre
CR000392,CL00358,2024-02-24,Microcrédito,8050000,9,0.0333,1050000,App,878,0.3088,Automática,Finalizado,0,33,M,3,Universitario,Empleado,3400000.0,598.0,False,3,iOS,1.0,600.0
CR000393,CL00359,2026-03-23,Crédito libre inversión,6700000,24,0.0273,384000,App,874,0.1333,Automática,Activo,0,39,F,4,Técnico/Tecnólogo,Comerciante,2880000.0,650.0,True,2,Android,8.0,171.75
CR000394,CL00362,2024-10-25,Avance de nómina,800000,12,0.0244,78000,App,820,0.0438,Automática,Mora severa,1,51,M,4,Universitario,Conductor/Repartidor,1780000.0,479.0,False,4,Android,,
CR000395,CL00363,2024-08-01,Crédito libre inversión,2950000,6,0.0202,527000,Aliado,900,0.1514,Automática,Finalizado,0,35,M,3,Técnico/Tecnólogo,Microempresario,3480000.0,661.0,False,1,Android,5.0,123.4
CR000396,CL00363,2024-02-13,Avance de nómina,1700000,12,0.0214,162000,Aliado,900,0.0466,Automática,Finalizado,0,35,M,3,Técnico/Tecnólogo,Microempresario,3480000.0,661.0,False,1,Android,5.0,123.4
CR000397,CL00364,2026-02-13,Crédito consumo digital,2250000,6,0.0323,418000,App,884,0.1614,Automática,Activo,0,40,M,3,Sin información,Conductor/Repartidor,2590000.0,530.0,False,0,Android,27.0,161.59259259259258
CR000398,CL00364,2026-03-10,Crédito consumo digital,700000,9,0.026,88000,Aliado,791,0.034,Automática,Activo,0,40,M,3,Sin información,Conductor/Repartidor,2590000.0,530.0,False,0,Android,27.0,161.59259259259258
CR000399,CL00366,2026-01-06,Avance de nómina,1200000,12,0.0214,114000,App,897,0.0432,Automática,Activo,0,32,F,2,Posgrado,Comerciante,2640000.0,662.0,False,0,Web,4.0,395.5
CR000400,CL00366,2025-10-23,Crédito consumo digital,1750000,18,0.0321,130000,Web,877,0.0492,Automática,Activo,0,32,F,2,Posgrado,Comerciante,2640000.0,662.0,False,0,Web,4.0,395.5
CR000401,CL00368,2025-11-17,Microcrédito,2300000,12,0.0428,249000,Web,571,0.1215,Manual,Activo,0,36,F,2,Universitario,Comerciante,2050000.0,588.0,False,3,Android,7.0,164.85714285714286
CR000402,CL00369,2025-12-28,Crédito consumo digital,1250000,12,0.0363,130000,App,795,0.0588,Automática,Activo,0,37,M,3,Universitario,Empleado,2210000.0,569.0,False,0,Web,21.0,165.76190476190476
CR000403,CL00369,2025-02-07,Crédito libre inversión,3550000,9,0.0277,451000,Web,816,0.2041,Automática,Mora moderada,1,37,M,3,Universitario,Empleado,2210000.0,569.0,False,0,Web,21.0,165.76190476190476
CR000404,CL00369,2024-09-10,Avance de nómina,850000,9,0.0261,107000,Aliado,900,0.0484,Automática,Finalizado,0,37,M,3,Universitario,Empleado,2210000.0,569.0,False,0,Web,21.0,165.76190476190476
CR000405,CL00371,2026-02-20,Crédito consumo digital,2300000,9,0.0351,303000,App,695,0.0723,Automática,Activo,0,36,F,3,Universitario,Empleado,4190000.0,588.0,False,2,iOS,8.0,182.125
CR000406,CL00372,2024-07-11,Crédito consumo digital,1700000,9,0.033,221000,Aliado,900,0.0505,Automática,Finalizado,0,41,F,2,Universitario,Empleado,4380000.0,707.0,True,4,Web,2.0,312.0
CR000407,CL00374,2024-05-02,Crédito libre inversión,1700000,18,0.0171,110000,Web,566,0.0618,Manual,Finalizado,0,46,F,1,Universitario,Conductor/Repartidor,1780000.0,588.0,False,4,iOS,2.0,220.5
CR000408,CL00375,2023-04-11,Microcrédito,3200000,12,0.0251,312000,App,851,0.1345,Automática,Mora severa,1,58,F,4,Técnico/Tecnólogo,Conductor/Repartidor,2320000.0,603.0,False,0,Web,3.0,231.0
CR000409,CL00375,2023-08-07,Microcrédito,2700000,6,0.0374,511000,App,787,0.2203,Automática,Mora moderada,1,58,F,4,Técnico/Tecnólogo,Conductor/Repartidor,2320000.0,603.0,False,0,Web,3.0,231.0
CR000410,CL00376,2024-06-26,Avance de nómina,450000,12,0.029,45000,Call center,883,0.015,Automática,Finalizado,0,28,M,3,Sin información,Empleado,3010000.0,566.0,False,2,Android,26.0,153.53846153846155
CR000411,CL00376,2025-08-11,Crédito consumo digital,800000,9,0.0319,104000,Aliado,790,0.0346,Automática,Activo,0,28,M,3,Sin información,Empleado,3010000.0,566.0,False,2,Android,26.0,153.53846153846155
CR000412,CL00376,2023-05-02,Crédito libre inversión,1750000,3,0.0196,606000,Aliado,860,0.2013,Automática,Finalizado,0,28,M,3,Sin información,Empleado,3010000.0,566.0,False,2,Android,26.0,153.53846153846155
CR000413,CL00377,2026-03-15,Crédito consumo digital,1400000,12,0.0246,136000,App,831,0.0469,Automática,Activo,0,45,M,1,Bachiller,Empleado,2900000.0,603.0,True,2,Android,4.0,200.0
CR000414,CL00378,2026-01-06,Crédito consumo digital,900000,12,0.0225,86000,Aliado,704,0.0497,Automática,Activo,0,38,M,1,Técnico/Tecnólogo,Independiente,1730000.0,471.0,False,2,Android,23.0,128.8695652173913
CR000415,CL00378,2026-01-18,Crédito libre inversión,1800000,3,0.017,621000,Web,677,0.359,Manual,Mora moderada,1,38,M,1,Técnico/Tecnólogo,Independiente,1730000.0,471.0,False,2,Android,23.0,128.8695652173913
CR000416,CL00379,2024-10-31,Crédito libre inversión,2950000,9,0.0246,369000,Web,873,0.0979,Automática,Mora moderada,1,58,M,2,Universitario,Empleado,3770000.0,731.0,False,1,Android,1.0,59.0
CR000417,CL00380,2025-11-24,Crédito consumo digital,2700000,9,0.0341,353000,App,786,0.1293,Automática,Activo,0,28,F,2,Bachiller,Empleado,2730000.0,573.0,True,3,Android,22.0,193.6818181818182
CR000418,CL00380,2025-10-23,Crédito libre inversión,3000000,6,0.018,532000,App,867,0.1949,Automática,Finalizado,0,28,F,2,Bachiller,Empleado,2730000.0,573.0,True,3,Android,22.0,193.6818181818182
CR000419,CL00380,2026-03-10,Crédito consumo digital,2100000,9,0.035,276000,Web,857,0.1011,Automática,Activo,0,28,F,2,Bachiller,Empleado,2730000.0,573.0,True,3,Android,22.0,193.6818181818182
CR000420,CL00381,2023-11-22,Crédito consumo digital,900000,9,0.0223,111000,Aliado,747,0.073,Automática,Mora severa,1,28,F,3,Universitario,Independiente,1520000.0,503.0,True,3,Android,1.0,103.0
CR000421,CL00382,2025-09-27,Crédito libre inversión,6800000,3,0.0339,2422000,App,900,0.3387,Automática,Finalizado,0,30,F,4,Universitario,Empleado,7150000.0,730.0,True,0,Android,6.0,120.66666666666667
CR000422,CL00383,2025-07-18,Microcrédito,3350000,9,0.0324,435000,App,869,0.1154,Automática,Mora moderada,1,19,M,3,Sin información,Independiente,3770000.0,500.0,False,1,Android,26.0,114.26923076923077
CR000423,CL00383,2026-01-02,Crédito consumo digital,1350000,9,0.0356,178000,Web,795,0.0472,Automática,Activo,0,19,M,3,Sin información,Independiente,3770000.0,500.0,False,1,Android,26.0,114.26923076923077
CR000424,CL00384,2025-05-22,Crédito consumo digital,4150000,18,0.0323,308000,Aliado,877,0.0725,Automática,Activo,0,31,F,5,Bachiller,Microempresario,4250000.0,611.0,True,1,Android,4.0,189.75
CR000425,CL00384,2026-02-13,Microcrédito,2950000,12,0.0289,294000,App,900,0.0692,Automática,Activo,0,31,F,5,Bachiller,Microempresario,4250000.0,611.0,True,1,Android,4.0,189.75
CR000426,CL00385,2026-01-13,Crédito consumo digital,1300000,12,0.0269,128000,Aliado,848,0.0604,Automática,Activo,0,28,M,2,Posgrado,Conductor/Repartidor,2120000.0,565.0,False,0,iOS,4.0,228.75
CR000427,CL00386,2024-03-09,Crédito consumo digital,2100000,6,0.0237,380000,Web,780,0.1467,Automática,Mora severa,1,38,M,4,Técnico/Tecnólogo,Conductor/Repartidor,2590000.0,473.0,False,1,Android,12.0,214.25
CR000428,CL00386,2025-10-15,Crédito consumo digital,1150000,18,0.036,88000,App,794,0.034,Automática,Mora moderada,0,38,M,4,Técnico/Tecnólogo,Conductor/Repartidor,2590000.0,473.0,False,1,Android,12.0,214.25
CR000429,CL00387,2025-12-26,Crédito libre inversión,3700000,6,0.028,678000,App,679,0.2638,Automática,Mora moderada,1,39,M,2,Universitario,Comerciante,2570000.0,469.0,False,2,iOS,3.0,158.33333333333334
CR000430,CL00389,2025-08-31,Crédito libre inversión,6650000,24,0.0221,360000,App,877,0.1682,Automática,Activo,0,46,No informa,1,Técnico/Tecnólogo,Empleado,2140000.0,670.0,False,0,iOS,3.0,148.66666666666666
CR000431,CL00390,2024-11-02,Avance de nómina,1050000,6,0.0291,193000,Aliado,900,0.039,Automática,Finalizado,0,30,M,6,Posgrado,Empleado,4950000.0,702.0,False,0,Android,3.0,113.66666666666667
CR000432,CL00391,2025-07-12,Avance de nómina,350000,6,0.0195,62000,App,797,0.0323,Automática,Finalizado,0,27,M,3,Bachiller,Independiente,1920000.0,568.0,False,2,Android,4.0,153.25
CR000433,CL00393,2026-02-22,Avance de nómina,250000,6,0.0241,45000,Aliado,720,0.0616,Automática,Activo,0,23,No informa,2,Universitario,Estudiante,730000.0,433.0,False,0,Android,6.0,89.83333333333333
CR000434,CL00394,2025-11-16,Crédito consumo digital,1950000,12,0.0294,195000,Aliado,727,0.1147,Automática,Activo,0,54,F,3,Universitario,Estudiante,1700000.0,585.0,True,4,iOS,25.0,133.12
CR000435,CL00394,2025-10-22,Crédito consumo digital,1350000,9,0.0309,174000,Web,769,0.1024,Automática,Activo,0,54,F,3,Universitario,Estudiante,1700000.0,585.0,True,4,iOS,25.0,133.12
CR000436,CL00395,2025-09-11,Crédito libre inversión,4650000,12,0.0228,447000,App,803,0.1437,Automática,Activo,0,48,F,1,Bachiller,Empleado,3110000.0,593.0,True,3,Android,36.0,159.47222222222223
CR000437,CL00395,2024-02-22,Crédito consumo digital,1550000,9,0.0352,204000,Web,834,0.0656,Automática,Finalizado,0,48,F,1,Bachiller,Empleado,3110000.0,593.0,True,3,Android,36.0,159.47222222222223
CR000438,CL00395,2025-03-28,Crédito consumo digital,1950000,9,0.0329,254000,App,842,0.0817,Automática,Finalizado,0,48,F,1,Bachiller,Empleado,3110000.0,593.0,True,3,Android,36.0,159.47222222222223
CR000439,CL00397,2026-03-09,Microcrédito,1850000,3,0.0287,652000,Aliado,741,0.3622,Manual,Activo,0,19,F,2,Bachiller,Comerciante,1800000.0,453.0,False,0,iOS,4.0,208.25
CR000440,CL00398,2025-07-24,Crédito consumo digital,550000,12,0.0278,55000,App,719,0.1222,Automática,Mora severa,1,50,F,1,Universitario,Desempleado,450000.0,465.0,False,1,Android,,
CR000441,CL00399,2025-01-03,Microcrédito,1100000,6,0.0346,206000,App,798,0.1177,Automática,Mora moderada,1,35,M,2,Técnico/Tecnólogo,Independiente,1750000.0,588.0,False,1,Android,4.0,58.0
CR000442,CL00399,2025-01-03,Crédito consumo digital,1350000,18,0.0367,104000,App,829,0.0594,Automática,Mora severa,1,35,M,2,Técnico/Tecnólogo,Independiente,1750000.0,588.0,False,1,Android,4.0,58.0
CR000443,CL00400,2025-07-30,Crédito consumo digital,1850000,12,0.0258,181000,App,900,0.087,Automática,Activo,0,48,M,4,Bachiller,Empleado,2080000.0,701.0,False,1,Web,2.0,167.5
CR000444,CL00401,2025-02-12,Crédito libre inversión,6000000,3,0.0312,2126000,App,708,0.9325,Excepción,Finalizado,0,20,F,3,Posgrado,Empleado,2280000.0,555.0,True,0,Web,22.0,103.77272727272727
CR000445,CL00401,2026-03-27,Crédito consumo digital,1400000,6,0.0232,253000,App,783,0.111,Automática,Activo,0,20,F,3,Posgrado,Empleado,2280000.0,555.0,True,0,Web,22.0,103.77272727272727
CR000446,CL00402,2025-12-18,Avance de nómina,1400000,9,0.0284,178000,App,827,0.048,Automática,Activo,0,30,M,2,Universitario,Microempresario,3710000.0,548.0,False,0,Web,2.0,221.5
CR000447,CL00404,2026-03-02,Microcrédito,2750000,6,0.0315,510000,Web,673,0.2656,Automática,Activo,0,36,M,2,Técnico/Tecnólogo,Independiente,1920000.0,524.0,False,3,Android,4.0,167.25
CR000448,CL00405,2025-10-03,Crédito libre inversión,1950000,6,0.0243,353000,App,798,0.1374,Automática,Mora moderada,1,31,M,3,Técnico/Tecnólogo,Independiente,2570000.0,604.0,True,0,iOS,8.0,143.375
CR000449,CL00406,2023-07-09,Crédito consumo digital,950000,6,0.12,176000,Call center,854,0.0765,Automática,Finalizado,0,42,F,4,Universitario,Empleado,2300000.0,643.0,True,2,Android,9.0,205.0
CR000450,CL00406,2024-07-27,Crédito consumo digital,3300000,3,0.0344,1177000,App,836,0.5117,Manual,Finalizado,0,42,F,4,Universitario,Empleado,2300000.0,643.0,True,2,Android,9.0,205.0
CR000451,CL00407,2025-05-14,Microcrédito,1500000,12,0.0352,155000,App,783,0.0622,Automática,Activo,0,25,M,3,Sin información,Empleado,2490000.0,548.0,False,0,Android,3.0,144.66666666666666
CR000452,CL00408,2025-07-10,Crédito consumo digital,1250000,6,0.0319,232000,App,884,0.072,Automática,Finalizado,0,35,M,4,Técnico/Tecnólogo,Pensionado,3220000.0,588.0,True,0,Android,,
CR000453,CL00410,2024-10-13,Microcrédito,3550000,12,0.0359,369000,Call center,804,0.1157,Automática,Finalizado,0,41,F,1,Universitario,Microempresario,3190000.0,546.0,True,1,Android,1.0,47.0
CR000454,CL00411,2025-09-01,Crédito consumo digital,4050000,3,0.0303,1433000,App,900,0.2334,Automática,Finalizado,0,43,F,4,Bachiller,Empleado,6140000.0,816.0,True,0,iOS,6.0,122.16666666666667
CR000455,CL00412,2026-01-15,Crédito consumo digital,800000,6,0.029,147000,App,873,0.0782,Automática,Activo,0,25,F,2,Bachiller,Microempresario,1880000.0,545.0,False,0,Android,17.0,177.8235294117647
CR000456,CL00412,2026-02-12,Microcrédito,1500000,12,0.0279,149000,App,805,0.0793,Automática,Activo,0,25,F,2,Bachiller,Microempresario,1880000.0,545.0,False,0,Android,17.0,177.8235294117647
CR000457,CL00413,2024-05-27,Crédito libre inversión,1250000,3,0.0243,437000,App,719,0.2241,Automática,Finalizado,0,21,F,2,Sin información,Comerciante,1950000.0,530.0,False,2,Android,12.0,202.66666666666666
CR000458,CL00413,2025-04-17,Crédito consumo digital,1450000,6,0.0238,262000,Aliado,811,0.1344,Automática,Mora moderada,1,21,F,2,Sin información,Comerciante,1950000.0,530.0,False,2,Android,12.0,202.66666666666666
CR000459,CL00414,2025-07-31,Microcrédito,4800000,12,0.031,485000,App,623,0.1488,Automática,Activo,0,49,M,2,Técnico/Tecnólogo,Empleado,3260000.0,588.0,False,0,Android,3.0,135.0
CR000460,CL00415,2024-06-24,Crédito consumo digital,900000,24,0.0228,49000,Web,758,0.0206,Automática,Activo,0,39,M,2,Sin información,Microempresario,2380000.0,513.0,False,0,Android,13.0,124.76923076923077
CR000461,CL00415,2025-08-21,Microcrédito,3400000,6,0.0389,646000,Web,774,0.2714,Automática,Finalizado,0,39,M,2,Sin información,Microempresario,2380000.0,513.0,False,0,Android,13.0,124.76923076923077
CR000462,CL00416,2025-06-01,Crédito consumo digital,1650000,12,0.0358,172000,Aliado,874,0.0435,Automática,Activo,0,29,F,1,Bachiller,Comerciante,3950000.0,610.0,True,2,iOS,20.0,110.85
CR000463,CL00416,2023-11-20,Avance de nómina,1200000,12,0.0249,117000,App,900,0.0296,Automática,Finalizado,0,29,F,1,Bachiller,Comerciante,3950000.0,610.0,True,2,iOS,20.0,110.85
CR000464,CL00417,2024-05-27,Microcrédito,2500000,6,0.0302,462000,App,900,0.14,Automática,Mora severa,1,52,M,2,Técnico/Tecnólogo,Comerciante,3300000.0,634.0,True,4,Android,38.0,167.57894736842104
CR000465,CL00417,2023-10-15,Crédito consumo digital,450000,18,0.0355,34000,Aliado,900,0.0103,Automática,Finalizado,0,52,M,2,Técnico/Tecnólogo,Comerciante,3300000.0,634.0,True,4,Android,38.0,167.57894736842104
CR000466,CL00417,2026-01-26,Microcrédito,2050000,6,0.0385,389000,Call center,869,0.1179,Automática,Activo,0,52,M,2,Técnico/Tecnólogo,Comerciante,3300000.0,634.0,True,4,Android,38.0,167.57894736842104
CR000467,CL00418,2025-12-31,Crédito libre inversión,1650000,6,0.0269,301000,App,815,0.0865,Automática,Activo,0,37,F,3,Universitario,Independiente,3480000.0,530.0,False,0,Android,5.0,278.6
CR000468,CL00420,2024-06-15,Crédito consumo digital,1550000,12,0.0203,147000,App,789,0.0735,Automática,Finalizado,0,37,M,3,Posgrado,Estudiante,2000000.0,520.0,False,2,Android,4.0,110.25
CR000469,CL00421,2026-02-16,Microcrédito,1550000,9,0.0335,202000,Web,814,0.0774,Automática,Activo,0,57,M,3,Universitario,Empleado,2610000.0,611.0,False,3,Web,13.0,152.69230769230768
CR000470,CL00422,2025-12-12,Crédito consumo digital,3550000,6,0.0223,639000,App,900,0.1551,Automática,Activo,0,54,F,4,Técnico/Tecnólogo,Microempresario,4120000.0,765.0,True,2,iOS,7.0,129.85714285714286
CR000471,CL00424,2025-09-02,Microcrédito,2500000,9,0.0303,322000,Aliado,776,0.1188,Automática,Activo,0,46,M,1,Posgrado,Empleado,2710000.0,582.0,False,1,Android,17.0,154.8235294117647
CR000472,CL00424,2025-12-20,Crédito libre inversión,7150000,24,0.0325,434000,App,810,0.1601,Automática,Mora moderada,1,46,M,1,Posgrado,Empleado,2710000.0,582.0,False,1,Android,17.0,154.8235294117647
CR000473,CL00425,2025-07-24,Avance de nómina,1850000,3,0.0224,644000,App,900,0.1651,Automática,Finalizado,0,42,M,2,Sin información,Empleado,3900000.0,480.0,False,0,Android,2.0,82.0
CR000474,CL00426,2025-10-13,Crédito consumo digital,1800000,9,0.0278,229000,Web,819,0.1487,Automática,Activo,0,50,M,3,Técnico/Tecnólogo,Conductor/Repartidor,1540000.0,524.0,True,2,iOS,5.0,136.6
CR000475,CL00427,2025-09-05,Crédito consumo digital,1800000,9,0.0303,232000,Web,831,0.0875,Automática,Activo,0,26,M,3,Bachiller,Comerciante,2650000.0,473.0,False,2,iOS,8.0,75.375
CR000476,CL00427,2025-11-11,Microcrédito,800000,6,0.0449,155000,Aliado,812,0.0585,Automática,Mora severa,1,26,M,3,Bachiller,Comerciante,2650000.0,473.0,False,2,iOS,8.0,75.375
CR000477,CL00428,2025-04-22,Avance de nómina,750000,3,0.028,264000,App,591,0.1217,Manual,Finalizado,0,43,M,4,Técnico/Tecnólogo,Empleado,2170000.0,588.0,True,0,Android,3.0,212.33333333333334
CR000478,CL00430,2025-09-10,Crédito consumo digital,2650000,12,0.0381,279000,Call center,826,0.0813,Automática,Mora moderada,1,19,F,6,Bachiller,Empleado,3430000.0,630.0,False,0,Android,2.0,142.0
CR000479,CL00430,2026-01-18,Avance de nómina,1150000,9,0.0267,145000,App,900,0.0423,Automática,Activo,0,19,F,6,Bachiller,Empleado,3430000.0,630.0,False,0,Android,2.0,142.0
CR000480,CL00430,2025-11-03,Avance de nómina,1900000,3,0.0285,670000,Aliado,881,0.1953,Automática,Finalizado,0,19,F,6,Bachiller,Empleado,3430000.0,630.0,False,0,Android,2.0,142.0
CR000481,CL00431,2023-12-15,Crédito libre inversión,5200000,3,0.0199,1803000,App,763,0.6703,Excepción,Finalizado,0,24,F,2,Universitario,Independiente,2690000.0,491.0,False,0,Android,35.0,170.02857142857144
CR000482,CL00431,2025-09-27,Microcrédito,1250000,18,0.0383,97000,App,732,0.0361,Automática,Activo,0,24,F,2,Universitario,Independiente,2690000.0,491.0,False,0,Android,35.0,170.02857142857144
CR000483,CL00431,2025-09-21,Crédito consumo digital,800000,3,0.0201,277000,Aliado,820,0.103,Automática,Finalizado,0,24,F,2,Universitario,Independiente,2690000.0,491.0,False,0,Android,35.0,170.02857142857144
CR000484,CL00433,2025-12-24,Crédito consumo digital,1800000,6,0.0323,335000,Web,831,0.0748,Automática,Activo,0,33,M,6,Sin información,Microempresario,4480000.0,624.0,True,0,Android,3.0,360.6666666666667
CR000485,CL00434,2025-08-06,Crédito libre inversión,2350000,12,0.0309,237000,App,569,0.0905,Manual,Activo,0,43,F,1,Técnico/Tecnólogo,Conductor/Repartidor,2620000.0,588.0,False,0,Android,11.0,106.36363636363636
CR000486,CL00434,2026-03-22,Crédito consumo digital,1650000,6,0.0386,313000,App,658,0.1195,Automática,Activo,0,43,F,1,Técnico/Tecnólogo,Conductor/Repartidor,2620000.0,588.0,False,0,Android,11.0,106.36363636363636
CR000487,CL00436,2025-07-27,Crédito consumo digital,700000,3,0.0281,247000,App,774,0.135,Automática,Finalizado,0,37,M,2,Universitario,Empleado,1830000.0,505.0,True,1,Web,8.0,94.125
CR000488,CL00437,2025-04-28,Crédito consumo digital,850000,6,0.0277,156000,Call center,814,0.0796,Automática,Finalizado,0,52,M,3,Sin información,Comerciante,1960000.0,662.0,False,1,Android,5.0,180.4
CR000489,CL00438,2024-08-27,Crédito consumo digital,1500000,6,0.0201,268000,App,900,0.077,Automática,Finalizado,0,22,M,3,Universitario,Empleado,3480000.0,709.0,True,1,iOS,6.0,159.0
CR000490,CL00438,2025-07-27,Avance de nómina,1000000,6,0.0238,181000,Aliado,900,0.052,Automática,Finalizado,0,22,M,3,Universitario,Empleado,3480000.0,709.0,True,1,iOS,6.0,159.0
CR000491,CL00439,2024-10-27,Crédito consumo digital,2000000,3,0.0299,707000,App,874,0.1817,Automática,Mora moderada,1,19,M,2,Universitario,Empleado,3890000.0,624.0,False,2,Android,,
CR000492,CL00440,2025-07-19,Microcrédito,1600000,18,0.0424,129000,App,766,0.1554,Automática,Mora moderada,1,35,F,5,Universitario,Desempleado,830000.0,520.0,False,2,iOS,,
CR000493,CL00441,2025-10-24,Microcrédito,500000,6,0.0285,92000,Aliado,756,0.1484,Automática,Mora severa,1,40,F,3,Bachiller,Desempleado,620000.0,548.0,False,0,Android,13.0,182.30769230769232
CR000494,CL00441,2026-03-22,Microcrédito,550000,12,0.0326,56000,App,738,0.0903,Automática,Activo,0,40,F,3,Bachiller,Desempleado,620000.0,548.0,False,0,Android,13.0,182.30769230769232
CR000495,CL00442,2025-10-06,Crédito consumo digital,900000,3,0.0335,320000,App,548,0.1208,Manual,Mora moderada,1,36,F,3,Bachiller,Empleado,2650000.0,588.0,True,0,iOS,2.0,98.5
CR000496,CL00442,2025-07-04,Crédito consumo digital,1600000,6,0.0229,288000,Aliado,598,0.1087,Manual,Mora moderada,1,36,F,3,Bachiller,Empleado,2650000.0,588.0,True,0,iOS,2.0,98.5
CR000497,CL00443,2025-11-13,Microcrédito,2550000,12,0.0445,279000,Call center,878,0.0883,Automática,Activo,0,19,F,3,Sin información,Conductor/Repartidor,3160000.0,568.0,False,1,Android,22.0,95.36363636363636
CR000498,CL00443,2026-01-10,Crédito libre inversión,2800000,3,0.0289,988000,App,859,0.3127,Automática,Mora moderada,1,19,F,3,Sin información,Conductor/Repartidor,3160000.0,568.0,False,1,Android,22.0,95.36363636363636
CR000499,CL00444,2025-09-06,Microcrédito,5000000,9,0.0315,647000,App,898,0.1609,Automática,Activo,0,35,F,3,Técnico/Tecnólogo,Empleado,4020000.0,676.0,True,2,iOS,4.0,176.75
CR000500,CL00445,2026-02-14,Crédito libre inversión,5050000,9,0.0268,639000,App,825,0.2708,Automática,Activo,0,23,M,3,Bachiller,Independiente,2360000.0,604.0,True,4,Android,9.0,134.55555555555554
CR000501,CL00446,2026-03-02,Avance de nómina,1100000,3,0.095,381000,Web,900,0.1406,Automática,Activo,0,43,F,4,Técnico/Tecnólogo,Comerciante,2710000.0,686.0,False,1,Web,8.0,137.5
CR000502,CL00447,2025-07-02,Crédito libre inversión,9450000,12,0.0199,893000,Aliado,900,0.1436,Automática,Activo,0,40,F,3,Técnico/Tecnólogo,Microempresario,6220000.0,815.0,False,1,Android,14.0,103.92857142857143
CR000503,CL00447,2024-10-17,Crédito consumo digital,2700000,3,0.0299,954000,App,900,0.1534,Automática,Finalizado,0,40,F,3,Técnico/Tecnólogo,Microempresario,6220000.0,815.0,False,1,Android,14.0,103.92857142857143
CR000504,CL00449,2025-12-16,Crédito consumo digital,500000,12,0.0376,53000,App,628,0.0791,Automática,Mora moderada,1,31,M,1,Sin información,Desempleado,670000.0,389.0,False,0,Android,14.0,94.71428571428571
CR000505,CL00449,2025-12-26,Crédito libre inversión,400000,3,0.0214,139000,App,689,0.2075,Automática,Finalizado,0,31,M,1,Sin información,Desempleado,670000.0,389.0,False,0,Android,14.0,94.71428571428571
CR000506,CL00450,2026-02-23,Crédito libre inversión,3050000,12,0.0325,311000,Aliado,864,0.1115,Automática,Mora moderada,1,25,No informa,1,Posgrado,Comerciante,2790000.0,529.0,False,1,Android,23.0,184.69565217391303
CR000507,CL00450,2025-06-12,Crédito consumo digital,1750000,9,0.0212,216000,App,860,0.0774,Automática,Finalizado,0,25,No informa,1,Posgrado,Comerciante,2790000.0,529.0,False,1,Android,23.0,184.69565217391303
CR000508,CL00451,2024-11-22,Crédito consumo digital,1100000,6,0.0374,208000,Aliado,900,0.1189,Automática,Finalizado,0,35,F,2,Bachiller,Empleado,1750000.0,598.0,True,3,Android,4.0,156.75
CR000509,CL00452,2025-11-01,Crédito consumo digital,650000,12,0.0326,66000,App,897,0.0278,Automática,Activo,0,46,M,2,Técnico/Tecnólogo,Microempresario,2370000.0,545.0,False,2,Android,11.0,178.45454545454547
CR000510,CL00453,2024-03-01,Crédito consumo digital,1450000,6,0.0219,261000,App,795,0.0853,Automática,Finalizado,0,26,M,4,Universitario,Conductor/Repartidor,3060000.0,556.0,False,3,Android,3.0,151.66666666666666
CR000511,CL00453,2023-12-29,Crédito libre inversión,3500000,12,0.0246,340000,Web,861,0.1111,Automática,Finalizado,0,26,M,4,Universitario,Conductor/Repartidor,3060000.0,556.0,False,3,Android,3.0,151.66666666666666
CR000512,CL00454,2025-06-24,Avance de nómina,2150000,12,0.0263,211000,App,887,0.0643,Automática,Activo,0,41,M,2,Bachiller,Empleado,3280000.0,574.0,False,0,Android,1.0,65.0
CR000513,CL00456,2025-06-16,Crédito libre inversión,8850000,6,0.0245,1604000,Aliado,854,1.2,Manual,Mora severa,1,28,M,5,Técnico/Tecnólogo,Empleado,3490000.0,681.0,True,2,Android,7.0,255.42857142857142
CR000514,CL00458,2026-01-26,Microcrédito,4450000,9,0.0428,606000,Web,900,0.115,Automática,Activo,0,26,F,4,Universitario,Empleado,5270000.0,661.0,False,1,iOS,14.0,164.28571428571428
CR000515,CL00458,2026-01-28,Crédito consumo digital,3050000,18,0.0202,204000,Web,900,0.0387,Automática,Activo,0,26,F,4,Universitario,Empleado,5270000.0,661.0,False,1,iOS,14.0,164.28571428571428
CR000516,CL00459,2025-10-15,Avance de nómina,4100000,12,0.0231,395000,Aliado,900,0.0434,Automática,Activo,0,30,F,5,Bachiller,Empleado,9110000.0,850.0,True,0,iOS,4.0,136.5
CR000517,CL00460,2025-12-01,Avance de nómina,550000,9,0.0218,68000,App,803,0.0289,Automática,Activo,0,24,M,3,Bachiller,Empleado,2350000.0,623.0,True,1,iOS,,
CR000518,CL00461,2025-08-20,Avance de nómina,1350000,6,0.0215,242000,App,867,0.1407,Automática,Finalizado,0,56,F,1,Bachiller,Empleado,1720000.0,631.0,True,0,iOS,4.0,148.25
CR000519,CL00462,2025-07-03,Microcrédito,2150000,9,0.0261,271000,App,838,0.0968,Automática,Finalizado,0,36,M,3,Bachiller,Independiente,2800000.0,660.0,False,0,Android,4.0,254.75
